temperature,303.0
material,PCN-777
adsorbate,octamethylcyclotetrasiloxane
pressure_mode,absolute
pressure_unit,Pa
adsorbent_basis,mass
adsorbent_unit,g
loading_basis,mass
loading_unit,g
data:[pressure,loading,[otherdata],branch data]
pressure,loading,branch
0.0,1e-08,ads
1.148525157856342,0.0650690459999999,ads
2.10562945606996,0.077440846,ads
3.0627337542835784,0.091377291,ads
3.8284171928544732,0.109365663,ads
4.976942350710815,0.126491965,ads
5.934046648924434,0.15333118,ads
6.891150947138051,0.227549867,ads
7.84825524535165,1.72424897,ads
8.805359543565288,1.852164257,ads
9.762463841778906,1.855699346,ads
8.805359543565288,1.852549867,des
7.84825524535165,1.848713963,des
6.891150947138051,1.837307195,des
5.934046648924434,0.427654849,des
4.976942350710815,0.1935274169999999,des
4.019838052497197,0.158988129,des
3.0627337542835784,0.141567068,des
2.10562945606996,0.126199225,des
1.3399460174990465,0.1111503669999999,des
0.0,0.048524186,des
