time,pressure (Pa),loading (g/g)
0 days 00:11:05,0.0035055184006429255,0.04075209981911802
0 days 00:11:10,0.0034061066202181454,0.04072675573172483
0 days 00:11:15,0.003416436850614313,0.04070141164433186
0 days 00:11:20,0.0033906698114305545,0.04067606755693889
0 days 00:11:25,0.0034790795010903233,0.04065072346954592
0 days 00:11:30,0.003380417492480316,0.04061270733845624
0 days 00:11:35,0.003385539771111332,0.040587363251063276
0 days 00:11:40,0.00349300353817276,0.040568355185518545
0 days 00:11:45,0.003388112558839735,0.04054301109812558
0 days 00:11:50,0.003452840005890904,0.040511330988884146
0 days 00:11:55,0.0035081743214338715,0.040492322923339416
0 days 00:12:00,0.003367762451965424,0.04046697883594645
0 days 00:12:05,0.0034298271220602992,0.04044163474855326
0 days 00:12:10,0.0033753029637942017,0.04040995463931227
0 days 00:12:15,0.003431990969846553,0.040384610551919296
0 days 00:12:20,0.003385539771111332,0.040371938508222814
0 days 00:12:25,0.003437191396755306,0.04034659442082962
0 days 00:12:30,0.003380417492480316,0.040321250333436656
0 days 00:12:35,0.0034267984111201032,0.040295906246043685
0 days 00:12:40,0.0034009532241960866,0.0402832342023472
0 days 00:12:45,0.0034843512803263963,0.04025789011495401
0 days 00:12:50,0.0034009532241960866,0.04023254602756104
0 days 00:12:55,0.003537510428279716,0.040219873983864556
0 days 00:13:00,0.003416436850614313,0.040194529896471584
0 days 00:13:05,0.0033600057602380645,0.0401818578527751
0 days 00:13:10,0.0033855552944966776,0.04015651376538191
0 days 00:13:15,0.0034660551061645993,0.04014384172168542
0 days 00:13:20,0.003431990969846553,0.040118497634292455
0 days 00:13:25,0.0034398428668031503,0.04010582559059597
0 days 00:13:30,0.00341393060409293,0.04008681752505124
0 days 00:13:35,0.0033600211665447263,0.04006780945950652
0 days 00:13:40,0.0032450073962399365,0.04005513741580981
0 days 00:13:45,0.003421613708671507,0.040042465372113326
0 days 00:13:50,0.0033958076251991544,0.040029793328416836
0 days 00:13:55,0.0034896310477861275,0.04000444924102387
0 days 00:14:00,0.0034476159028278565,0.03999177719732738
0 days 00:14:05,0.0035752036591143433,0.0399791051536309
0 days 00:14:10,0.0034949188155738923,0.03996643310993419
0 days 00:14:15,0.003431990969846553,0.039941089022541225
0 days 00:14:20,0.0034896310477861275,0.039928416978844736
0 days 00:14:25,0.0033906698114305545,0.039915744935148254
0 days 00:14:30,0.003463311971954461,0.03990307289145177
0 days 00:14:35,0.0034061066202181454,0.03989040084775529
0 days 00:14:40,0.003385601864795096,0.03987139278221034
0 days 00:14:45,0.0034507500268276857,0.039865056760362096
0 days 00:14:50,0.0033575101212629478,0.039852384716665606
0 days 00:14:55,0.003473815697991796,0.039839712672969124
0 days 00:15:00,0.0034016120939668938,0.039820704607424394
0 days 00:15:05,0.0033753029637942017,0.03981436858557615
0 days 00:15:10,0.003385539771111332,0.03980169654187967
0 days 00:15:15,0.003473815697991796,0.03978902449818319
0 days 00:15:20,0.0033195513037446328,0.0397763524544867
0 days 00:15:25,0.0034267984111201032,0.039763680410789995
0 days 00:15:30,0.0034896310477861275,0.039751008367093506
0 days 00:15:35,0.003468559858963036,0.039738336323397024
0 days 00:15:40,0.0034061066202181454,0.03972566427970054
0 days 00:15:45,0.0032746219501796603,0.03972566427970054
0 days 00:15:50,0.0034843512803263963,0.03971299223600405
0 days 00:15:55,0.0034165347575997223,0.03970032019230757
0 days 00:16:00,0.0034981921687602838,0.03968764814861109
0 days 00:16:05,0.003452840005890904,0.039674976104914376
0 days 00:16:10,0.003308386397282499,0.039674976104914376
0 days 00:16:15,0.0033779066927186094,0.039662304061217894
0 days 00:16:20,0.0033371908038512224,0.03964963201752141
0 days 00:16:25,0.0034843512803263963,0.03963695997382492
0 days 00:16:30,0.003349846159762065,0.03962428793012844
0 days 00:16:35,0.0033600057602380645,0.03962428793012844
0 days 00:16:40,0.003254849035761705,0.03961161588643196
0 days 00:16:45,0.003416436850614313,0.03959894384273547
0 days 00:16:50,0.0034476159028278565,0.03959894384273547
0 days 00:16:55,0.0034896310477861275,0.03958627179903899
0 days 00:17:00,0.0033753029637942017,0.039573599755342276
0 days 00:17:05,0.003458072024934794,0.039573599755342276
0 days 00:17:10,0.003339717278731694,0.039560927711645794
0 days 00:17:15,0.0033701961733273882,0.039560927711645794
0 days 00:17:20,0.0035321582199022146,0.03954825566794931
0 days 00:17:25,0.0033573259927314357,0.03954191964610107
0 days 00:17:30,0.003354925960000065,0.03953558362425282
0 days 00:17:35,0.0033653439866267454,0.03952291158055634
0 days 00:17:40,0.003334664328970751,0.03952291158055634
0 days 00:17:45,0.0035055184006429255,0.03951023953685986
0 days 00:17:50,0.003437191396755306,0.03949756749316337
0 days 00:17:55,0.003349846159762065,0.03949756749316337
0 days 00:18:00,0.003334664328970751,0.039484895449466664
0 days 00:18:05,0.0033296190242609333,0.039484895449466664
0 days 00:18:10,0.0034949188155738923,0.03947222340577018
0 days 00:18:15,0.0034009532241960866,0.03947222340577018
0 days 00:18:20,0.003334664328970751,0.03945955136207369
0 days 00:18:25,0.0033958076251991544,0.03944687931837721
0 days 00:18:30,0.0034267984111201032,0.03944687931837721
0 days 00:18:35,0.003559000485737475,0.03943420727468073
0 days 00:18:40,0.003365097109372046,0.03943420727468073
0 days 00:18:45,0.003421613708671507,0.03942153523098424
0 days 00:18:50,0.003452840005890904,0.03942153523098424
0 days 00:18:55,0.0033958076251991544,0.039415199209136
0 days 00:19:00,0.0034268023392590298,0.03940886318728776
0 days 00:19:05,0.0032708819221533678,0.03940886318728776
0 days 00:19:10,0.003431990969846553,0.039396191143591275
0 days 00:19:15,0.0033600057602380645,0.039396191143591275
0 days 00:19:20,0.0034790795010903233,0.039396191143591275
0 days 00:19:25,0.003553615763165452,0.039383519099894564
0 days 00:19:30,0.0033753029637942017,0.039383519099894564
0 days 00:19:35,0.0033753029637942017,0.03937084705619808
0 days 00:19:40,0.003314528864856897,0.03937084705619808
0 days 00:19:45,0.0033600057602380645,0.03937084705619808
0 days 00:19:50,0.003452840005890904,0.03935817501250159
0 days 00:19:55,0.0034476159028278565,0.03935817501250159
0 days 00:20:00,0.0033245813530353445,0.03934550296880511
0 days 00:20:05,0.003421613708671507,0.03934550296880511
0 days 00:20:10,0.0035214821210433457,0.03934550296880511
0 days 00:20:15,0.003304506772249949,0.03933283092510863
0 days 00:20:20,0.0033271459549929,0.03933283092510863
0 days 00:20:25,0.003473815697991796,0.03933283092510863
0 days 00:20:30,0.0034586428547860935,0.03932015888141214
0 days 00:20:35,0.0032696712368730364,0.03932015888141214
0 days 00:20:40,0.003437191396755306,0.03932015888141214
0 days 00:20:45,0.003437191396755306,0.039307486837715656
0 days 00:20:50,0.003309514024857664,0.039307486837715656
0 days 00:20:55,0.0034267984111201032,0.039307486837715656
0 days 00:21:00,0.003365097109372046,0.039294814794019174
0 days 00:21:05,0.0033958076251991544,0.039294814794019174
0 days 00:21:10,0.0034267984111201032,0.039294814794019174
0 days 00:21:15,0.003339717278731694,0.03928214275032246
0 days 00:21:20,0.0034009532241960866,0.03928214275032246
0 days 00:21:25,0.0034765273008516783,0.03928214275032246
0 days 00:21:30,0.0034371953368077216,0.03926947070662598
0 days 00:21:35,0.003463311971954461,0.03926947070662598
0 days 00:21:40,0.003575207757370316,0.03926947070662598
0 days 00:21:45,0.003339751733644171,0.03926947070662598
0 days 00:21:50,0.003279768130548417,0.0392567986629295
0 days 00:21:55,0.0034476159028278565,0.0392567986629295
0 days 00:22:00,0.003264720523566413,0.0392567986629295
0 days 00:22:05,0.003500214595812452,0.03924412661923301
0 days 00:22:10,0.003437191396755306,0.03924412661923301
0 days 00:22:15,0.003365097109372046,0.03924412661923301
0 days 00:22:20,0.003365097109372046,0.03923145457553653
0 days 00:22:25,0.0033701961733273882,0.03923145457553653
0 days 00:22:30,0.0035108302422248174,0.03923145457553653
0 days 00:22:35,0.003537510428279716,0.03923145457553653
0 days 00:22:40,0.003456810761701758,0.03923145457553653
0 days 00:22:45,0.003380417492480316,0.039218782531840045
0 days 00:22:50,0.0034476159028278565,0.039218782531840045
0 days 00:22:55,0.003317458348446901,0.039218782531840045
0 days 00:23:00,0.003380432992378971,0.039218782531840045
0 days 00:23:05,0.00337025798559631,0.0392124465099918
0 days 00:23:10,0.0034112678250800285,0.039206110488143556
0 days 00:23:15,0.003365097109372046,0.039206110488143556
0 days 00:23:20,0.003458072024934794,0.039206110488143556
0 days 00:23:25,0.0033753029637942017,0.039206110488143556
0 days 00:23:30,0.003339717278731694,0.03919343844444685
0 days 00:23:35,0.003500214595812452,0.03919343844444685
0 days 00:23:40,0.003385539771111332,0.03919343844444685
0 days 00:23:45,0.0034790795010903233,0.03918076640075036
0 days 00:23:50,0.003473815697991796,0.03918076640075036
0 days 00:23:55,0.003473815697991796,0.03918076640075036
0 days 00:24:00,0.0034790795010903233,0.03916809435705388
0 days 00:24:05,0.0034476159028278565,0.03916809435705388
0 days 00:24:10,0.003401830427062834,0.03916809435705388
0 days 00:24:15,0.0033907669799931794,0.0391554223133574
0 days 00:24:20,0.0033447778851281368,0.0391554223133574
0 days 00:24:25,0.003388112558839735,0.0391554223133574
0 days 00:24:30,0.0034502279543593803,0.0391554223133574
0 days 00:24:35,0.0034267984111201032,0.0391554223133574
0 days 00:24:40,0.0034843512803263963,0.03914275026966091
0 days 00:24:45,0.003380417492480316,0.03914275026966091
0 days 00:24:50,0.003314528864856897,0.03914275026966091
0 days 00:24:55,0.003463311971954461,0.03914275026966091
0 days 00:25:00,0.003339717278731694,0.03914275026966091
0 days 00:25:05,0.003380417492480316,0.03914275026966091
0 days 00:25:10,0.0033447778851281368,0.039130078225964426
0 days 00:25:15,0.003500214595812452,0.039130078225964426
0 days 00:25:20,0.0034267984111201032,0.039130078225964426
0 days 00:25:25,0.003567543689359106,0.039130078225964426
0 days 00:25:30,0.003304567379718476,0.039130078225964426
0 days 00:25:35,0.003580621093401814,0.039130078225964426
0 days 00:25:40,0.0034898870613650356,0.039130078225964426
0 days 00:25:45,0.0033625514348050553,0.039123742204116185
0 days 00:25:50,0.003314836624545737,0.039117406182267944
0 days 00:25:55,0.0034061066202181454,0.039117406182267944
0 days 00:26:00,0.0034985289720080638,0.039117406182267944
0 days 00:26:05,0.0034796537986839533,0.039117406182267944
0 days 00:26:10,0.0034949188155738923,0.039104734138571455
0 days 00:26:15,0.0033549221142529983,0.039104734138571455
0 days 00:26:20,0.003437191396755306,0.039104734138571455
0 days 00:26:25,0.0035055184006429255,0.039104734138571455
0 days 00:26:30,0.003416436850614313,0.039104734138571455
0 days 00:26:35,0.003416436850614313,0.03909206209487475
0 days 00:26:40,0.0033600057602380645,0.03909206209487475
0 days 00:26:45,0.003458072024934794,0.03909206209487475
0 days 00:26:50,0.0033906698114305545,0.03909206209487475
0 days 00:26:55,0.0035697944213388183,0.03907939005117826
0 days 00:27:00,0.0034896310477861275,0.03907939005117826
0 days 00:27:05,0.0034267984111201032,0.03907939005117826
0 days 00:27:10,0.0034346699250074114,0.03907939005117826
0 days 00:27:15,0.003339778531991349,0.03907939005117826
0 days 00:27:20,0.0036019747427093927,0.03906671800748178
0 days 00:27:25,0.003500214595812452,0.03906671800748178
0 days 00:27:30,0.0034009532241960866,0.03906671800748178
0 days 00:27:35,0.0035697944213388183,0.03906671800748178
0 days 00:27:40,0.0034790795010903233,0.03906671800748178
0 days 00:27:45,0.003385539771111332,0.0390540459637853
0 days 00:27:50,0.003468559858963036,0.0390540459637853
0 days 00:27:55,0.0033906698114305545,0.0390540459637853
0 days 00:28:00,0.0034476159028278565,0.0390540459637853
0 days 00:28:05,0.0032795839189037903,0.0390540459637853
0 days 00:28:10,0.0034061066202181454,0.0390540459637853
0 days 00:28:15,0.0034009532241960866,0.039041373920088815
0 days 00:28:20,0.003309514024857664,0.039041373920088815
0 days 00:28:25,0.003347526897984498,0.039041373920088815
0 days 00:28:30,0.003548438489423037,0.039041373920088815
0 days 00:28:35,0.0035482391876129377,0.039041373920088815
0 days 00:28:40,0.003255688554164802,0.039041373920088815
0 days 00:28:45,0.0034036079518002097,0.039041373920088815
0 days 00:28:50,0.003347526897984498,0.039041373920088815
0 days 00:28:55,0.0034267984111201032,0.039041373920088815
0 days 00:29:00,0.003421613708671507,0.039041373920088815
0 days 00:29:05,0.003463311971954461,0.039041373920088815
0 days 00:29:10,0.003309514024857664,0.039028701876392326
0 days 00:29:15,0.003458072024934794,0.039028701876392326
0 days 00:29:20,0.0034061066202181454,0.039028701876392326
0 days 00:29:25,0.003431990969846553,0.039016029832695844
0 days 00:29:30,0.0034061066202181454,0.039016029832695844
0 days 00:29:35,0.0033245813530353445,0.039016029832695844
0 days 00:29:40,0.0032945149833077843,0.039016029832695844
0 days 00:29:45,0.003349846159762065,0.039016029832695844
0 days 00:29:50,0.0032597810429772583,0.039016029832695844
0 days 00:29:55,0.0034606919984446274,0.0390096938108476
0 days 00:30:00,0.0034295597985768075,0.03900335778899936
0 days 00:30:05,0.00348171539070836,0.03900335778899936
0 days 00:30:10,0.0034423997037688896,0.03900335778899936
0 days 00:30:15,0.0033703854745944484,0.03897167767975792
0 days 00:30:20,0.0033959049409994476,0.03890831746127528
0 days 00:30:25,0.003542870746753594,0.038851293264641096
0 days 00:30:30,0.003385539771111332,0.039218782531840045
0 days 00:30:35,0.00450041840698403,0.04274161067947056
0 days 00:30:40,0.0034790795010903233,0.04797516472613029
0 days 00:30:45,1.8788915602030916,0.05422248226851101
0 days 00:30:50,3.3254232876366645,0.06052048798567789
0 days 00:30:55,4.508949223202557,0.06928954222366485
0 days 00:31:00,5.385635087976958,0.07993405892873554
0 days 00:31:05,6.130818064087932,0.09017307023551781
0 days 00:31:10,6.722581009862774,0.0988660922113254
0 days 00:31:15,7.1170896375168144,0.10788858732324272
0 days 00:31:20,7.577349700225782,0.12037055036430769
0 days 00:31:25,7.6869354289514025,0.13040047295009774
0 days 00:31:30,8.015692614198823,0.14130476655094681
0 days 00:31:35,8.344449797828387,0.1524561650038782
0 days 00:31:40,8.629372689035392,0.1612885794603476
0 days 00:31:45,9.023881305667661,0.17223722521413456
0 days 00:31:50,9.506058500692172,0.1823241719965586
0 days 00:31:55,10.11973856219466,0.19403314037213668
0 days 00:32:00,10.601915749539673,0.20605890984012706
0 days 00:32:05,11.215595801290695,0.22129070636333542
0 days 00:32:10,11.873110136414821,0.2388288148393091
0 days 00:32:15,12.53062446531,0.2562655469657107
0 days 00:32:20,12.925133059664429,0.27861903204635924
0 days 00:32:25,11.71969012419358,0.29778549813733496
0 days 00:32:30,9.15538417714988,0.32039876011376184
0 days 00:32:35,8.585538398158214,0.33882391164849146
0 days 00:32:40,9.02388130561162,0.35258575110290424
0 days 00:32:45,9.725229951843211,0.36502969801287977
0 days 00:32:50,10.338910011391848,0.37407753721219006
0 days 00:32:55,10.251241431804953,0.3811485375948441
0 days 00:33:00,10.032069982315022,0.3864581239036829
0 days 00:33:05,9.506058500692172,0.39288285005781487
0 days 00:33:10,9.374555629657674,0.4009422698487971
0 days 00:33:15,9.681395661680073,0.4090903939456548
0 days 00:33:20,9.812898532127587,0.4181762492760543
0 days 00:33:25,9.856732822220913,0.4263117013292154
0 days 00:33:30,9.900567112286303,0.4349160189991479
0 days 00:33:35,9.856732822220913,0.44254458930444857
0 days 00:33:40,9.725229951843211,0.45023651982823165
0 days 00:33:45,9.725229951857173,0.4595061197922308
0 days 00:33:50,9.659478516577543,0.46807242133107335
0 days 00:33:55,9.725229951857173,0.4765183384547991
0 days 00:34:00,9.681395661680073,0.4854141131297511
0 days 00:34:05,9.747147096931759,0.49432255984839935
0 days 00:34:10,9.725229951857173,0.5013682161436609
0 days 00:34:15,9.637561371475012,0.5101119262942544
0 days 00:34:20,9.681395661680073,0.5188176203137587
0 days 00:34:25,9.725229951857173,0.5264335185753629
0 days 00:34:30,9.725229951857173,0.5352152448570463
0 days 00:34:35,9.725229951857173,0.5431226001236703
0 days 00:34:40,9.681395661680073,0.551866310274264
0 days 00:34:45,9.681395661680073,0.5594188483173859
0 days 00:34:50,9.637561371475012,0.5679851498562284
0 days 00:34:55,9.725229951857173,0.5756897524237081
0 days 00:35:00,9.681395661680073,0.5842687260062474
0 days 00:35:05,9.725229951857173,0.592619602802249
0 days 00:35:10,9.790981387066967,0.5994688424202143
0 days 00:35:15,9.769064242006346,0.6080604880464501
0 days 00:35:20,9.703312806768624,0.6158347868542607
0 days 00:35:25,9.812898532127587,0.6234126689847752
0 days 00:35:30,9.725229951857173,0.6320359947202524
0 days 00:35:35,9.659478516577543,0.6405262639969158
0 days 00:35:40,9.637561371475012,0.6472107670468263
0 days 00:35:45,9.725229951857173,0.655460267493256
0 days 00:35:50,9.769064242006346,0.6634309829783627
0 days 00:35:55,9.725229951857173,0.6707300801475539
0 days 00:36:00,9.769064242006346,0.6788148440259291
0 days 00:36:05,9.725229951857173,0.6861266132388167
0 days 00:36:10,9.812898532127587,0.6940973287239234
0 days 00:36:15,9.769064242006346,0.7014978022426869
0 days 00:36:20,9.725229951857173,0.7096966145143307
0 days 00:36:25,9.725229951843211,0.71704006383646
0 days 00:36:30,9.790981387066967,0.7241554163720517
0 days 00:36:35,9.76906424199238,0.7322021641193375
0 days 00:36:40,9.637561371475012,0.7385255139238971
0 days 00:36:45,9.659478516577543,0.747047463309802
0 days 00:36:50,9.703312806740678,0.7541247997143045
0 days 00:36:55,9.725229951857173,0.7606002140432225
0 days 00:37:00,9.812898532127587,0.7681907682174335
0 days 00:37:05,9.593727081242024,0.7749449675076749
0 days 00:37:10,9.769064242006346,0.7823707851138314
0 days 00:37:15,9.725229951857173,0.7888842155738388
0 days 00:37:20,9.725229951857173,0.7963607213547816
0 days 00:37:25,9.769064242006346,0.8031022486013264
0 days 00:37:30,9.812898532127587,0.8106040984696617
0 days 00:37:35,9.725229951857173,0.8171428730170625
0 days 00:37:40,9.725229951857173,0.824594034710612
0 days 00:37:45,9.593727081242024,0.8312088415201916
0 days 00:37:50,9.593727081242024,0.8384065623398109
0 days 00:37:55,9.659478516577543,0.8445715115981642
0 days 00:38:00,9.725229951843211,0.850812493118697
0 days 00:38:05,9.856732822206945,0.8576997488677515
0 days 00:38:10,9.812898532127587,0.8632564400286722
0 days 00:38:15,9.856732822220913,0.8700993436247892
0 days 00:38:20,9.812898532127587,0.8772463762696224
0 days 00:38:25,9.681395661680073,0.8837471346859337
0 days 00:38:30,9.725229951857173,0.8909575275492493
0 days 00:38:35,9.769064242006346,0.8974202698344709
0 days 00:38:40,9.769064242006346,0.9043392056927669
0 days 00:38:45,9.812898532127587,0.9106372114099338
0 days 00:38:50,9.725229951857173,0.9175308031808366
0 days 00:38:55,9.769064242006346,0.9237020884610384
0 days 00:39:00,9.769064242006346,0.9303802554891004
0 days 00:39:05,9.769064242006346,0.9365388687256058
0 days 00:39:10,9.769064242006346,0.9426531298091729
0 days 00:39:15,9.747147096931759,0.9493756489901732
0 days 00:39:20,9.812898532127587,0.9558637353627878
0 days 00:39:25,9.790981387066967,0.9618069238564523
0 days 00:39:30,9.812898532127587,0.9677057601971789
0 days 00:39:35,9.725229951857173,0.9742445347445795
0 days 00:39:40,9.725229951857173,0.9794590807256948
0 days 00:39:45,9.725229951857173,0.9857824305302544
0 days 00:39:50,9.812898532127587,0.992219828728083
0 days 00:39:55,9.725229951857173,0.9979729365662997
0 days 00:40:00,9.812898532127587,1.0043089584145561
0 days 00:40:05,9.856732822220913,1.0098339694662357
0 days 00:40:10,9.812898532127587,1.0161066310960094
0 days 00:40:15,9.812898532127587,1.0217710346283506
0 days 00:40:20,9.725229951857173,1.0280436962581243
0 days 00:40:25,9.549892790981076,1.0334673309602318
0 days 00:40:30,9.681395661680073,1.0395499119345581
0 days 00:40:35,9.812898532127587,1.044960874592969
0 days 00:40:40,9.725229951857173,1.0503148130547457
0 days 00:40:45,9.747147096931759,1.0560362407837212
0 days 00:40:50,9.812898532127587,1.0612951389177738
0 days 00:40:55,9.681395661680073,1.066554037051827
0 days 00:41:00,9.725229951857173,1.0724211932833123
0 days 00:41:05,9.76906424199238,1.0781426210122877
0 days 00:41:10,9.769064242006346,1.0828122691144528
