time,pressure (Pa),loading (g/g)
0 days 01:10:05,9.637561371475012,1.8134696366116823
0 days 01:10:10,9.637561371475012,1.8137864377040953
0 days 01:10:15,9.769064242006346,1.8140652226654184
0 days 01:10:20,9.725229951857173,1.814344007626742
0 days 01:10:25,9.681395661680073,1.8145721044132792
0 days 01:10:30,9.769064242006346,1.8148255452872093
0 days 01:10:35,9.725229951857173,1.8151043302485328
0 days 01:10:40,9.725229951843211,1.815357771122463
0 days 01:10:45,9.637561371461048,1.815655564149331
0 days 01:10:50,9.747147096931759,1.8159153410451097
0 days 01:10:55,9.769064242006346,1.8161687819190397
0 days 01:11:00,9.681395661680073,1.8164348948366669
0 days 01:11:05,9.725229951857173,1.81671367979799
0 days 01:11:10,9.769064242006346,1.8169671206719198
0 days 01:11:15,9.681395661680073,1.8172205615458503
0 days 01:11:20,9.725229951857173,1.8174740024197804
0 days 01:11:25,9.769064242006346,1.8177020992063175
0 days 01:11:30,9.812898532127587,1.8179682121239447
0 days 01:11:35,9.856732822220913,1.8182089809541784
0 days 01:11:40,9.769064242006346,1.8185004379591978
0 days 01:11:45,9.725229951857173,1.818766550876825
0 days 01:11:50,9.637561371475012,1.819045335838148
0 days 01:11:55,9.725229951843211,1.8192797686465332
0 days 01:12:00,9.637561371461048,1.8195015294112225
0 days 01:12:05,9.747147096931759,1.8197422982414564
0 days 01:12:10,9.681395661680073,1.8199197068532078
0 days 01:12:15,9.747147096931759,1.8201668117052898
0 days 01:12:20,9.790981387066967,1.8203695644044335
0 days 01:12:25,9.725229951857173,1.8205786531254262
0 days 01:12:30,9.725229951857173,1.8208067499119633
0 days 01:12:35,9.725229951857173,1.8210095026111077
0 days 01:12:40,9.681395661680073,1.8212122553102519
0 days 01:12:45,9.769064242006346,1.821389663922003
0 days 01:12:50,9.769064242006346,1.8216050886648438
0 days 01:12:55,9.856732822220913,1.821807841363988
0 days 01:13:00,9.769064242006346,1.8220359381505256
0 days 01:13:05,9.681395661680073,1.8222640349370622
0 days 01:13:10,9.725229951843211,1.822479459679903
0 days 01:13:15,9.725229951857173,1.8227075564664401
0 days 01:13:20,9.725229951857173,1.8229356532529772
0 days 01:13:25,9.769064242006346,1.823119397886577
0 days 01:13:30,9.812898532127587,1.8233094785420247
0 days 01:13:35,9.812898532113628,1.8235058952193204
0 days 01:13:40,9.812898532127587,1.8236706317873752
0 days 01:13:45,9.725229951857173,1.823860712442823
0 days 01:13:50,9.856732822220913,1.8240634651419672
0 days 01:13:55,9.769064242006346,1.8242788898848077
0 days 01:14:00,9.681395661680073,1.824506986671345
0 days 01:14:05,9.725229951857173,1.8246843952830962
0 days 01:14:10,9.769064242006346,1.8248744759385438
0 days 01:14:15,9.725229951857173,1.8250518845502952
0 days 01:14:20,9.725229951857173,1.8252546372494394
0 days 01:14:25,9.725229951857173,1.825419373817494
0 days 01:14:30,9.637561371475012,1.8255841103855488
0 days 01:14:35,9.681395661680073,1.825736174909907
0 days 01:14:40,9.681395661680073,1.825856559325024
0 days 01:14:45,9.681395661680073,1.8259959518056856
0 days 01:14:50,9.856732822206945,1.826129008264499
0 days 01:14:55,9.681395661680073,1.8262557287014638
0 days 01:15:00,9.681395661680073,1.8263951211821257
0 days 01:15:05,9.725229951857173,1.8265598577501803
0 days 01:15:10,9.725229951857173,1.8267119222745387
0 days 01:15:15,9.725229951857173,1.826863986798897
0 days 01:15:20,9.812898532127587,1.8270413954106477
0 days 01:15:25,9.769064242006346,1.8272061319787025
0 days 01:15:30,9.812898532127587,1.8273835405904537
0 days 01:15:35,9.812898532127587,1.8275609492022045
0 days 01:15:40,9.725229951857173,1.827751029857652
0 days 01:15:45,9.725229951857173,1.8279284384694034
0 days 01:15:50,9.637561371475012,1.8280551589063687
0 days 01:15:55,9.593727081242024,1.828169207299637
0 days 01:16:00,9.593727081242024,1.8282515755836648
0 days 01:16:05,9.637561371475012,1.8283276078458437
0 days 01:16:10,9.637561371475012,1.828409976129871
0 days 01:16:15,9.637561371475012,1.828511352479443
0 days 01:16:20,9.856732822220913,1.8286634170038012
0 days 01:16:25,9.812898532127587,1.8288408256155524
0 days 01:16:30,9.812898532127587,1.8290562503583931
0 days 01:16:35,9.812898532127587,1.8292336589701443
0 days 01:16:40,9.637561371475012,1.8294237396255921
0 days 01:16:45,9.593727081242024,1.829563132106254
0 days 01:16:50,9.637561371475012,1.8296898525432188
0 days 01:16:55,9.637561371475012,1.8297785568490945
0 days 01:17:00,9.725229951857173,1.82986726115497
0 days 01:17:05,9.769064242006346,1.8299813095482387
0 days 01:17:10,9.747147096931759,1.8300826858978108
0 days 01:17:15,9.725229951857173,1.830228414400321
0 days 01:17:20,9.747147096931759,1.8303804789246787
0 days 01:17:25,9.769064242006346,1.8305388794708854
0 days 01:17:30,9.725229951857173,1.8307226241044847
0 days 01:17:35,9.725229951857173,1.830862016585146
0 days 01:17:40,9.812898532127587,1.8309824010002633
0 days 01:17:45,9.725229951857173,1.8310964493935316
0 days 01:17:50,9.681395661680073,1.831223169830497
0 days 01:17:55,9.681395661680073,1.8313245461800693
0 days 01:18:00,9.637561371475012,1.8314132504859446
0 days 01:18:05,9.637561371475012,1.8315019547918205
0 days 01:18:10,9.681395661680073,1.8315906590976958
0 days 01:18:15,9.725229951857173,1.8317047074909647
0 days 01:18:20,9.769064242006346,1.8318187558842332
0 days 01:18:25,9.681395661680073,1.8319518123430463
0 days 01:18:30,9.747147096931759,1.83208486880186
0 days 01:18:35,9.725229951857173,1.8322496053699144
0 days 01:18:40,9.747147096931759,1.8323573177413348
0 days 01:18:45,9.790981387066967,1.8324903742001486
0 days 01:18:50,9.878649967253608,1.8326234306589615
0 days 01:18:55,9.769064242006346,1.832731143030382
0 days 01:19:00,9.769064242006346,1.8328451914236505
0 days 01:19:05,9.637561371475012,1.8329465677732224
0 days 01:19:10,9.681395661680073,1.8330479441227947
0 days 01:19:15,9.725229951857173,1.8331239763849736
0 days 01:19:20,9.681395661680073,1.8332000086471525
0 days 01:19:25,9.681395661680073,1.8332760409093318
0 days 01:19:30,9.769064242006346,1.8333647452152073
0 days 01:19:35,9.681395661680073,1.8334534495210832
0 days 01:19:40,9.637561371475012,1.833554825870655
0 days 01:19:45,9.725229951857173,1.8336688742639238
0 days 01:19:50,9.681395661680073,1.8337702506134956
0 days 01:19:55,9.725229951843211,1.8338842990067645
0 days 01:20:00,9.83481567717425,1.8340173554655779
0 days 01:20:05,9.703312806768624,1.8341250678369982
0 days 01:20:10,9.725229951857173,1.8342264441865705
0 days 01:20:15,9.769064242006346,1.8343278205361424
0 days 01:20:20,9.725229951857173,1.834441868929411
0 days 01:20:25,9.637561371475012,1.834543245278983
0 days 01:20:30,9.681395661680073,1.8346319495848589
0 days 01:20:35,9.812898532127587,1.8347206538907344
0 days 01:20:40,9.856732822220913,1.8348220302403067
0 days 01:20:45,9.900567112286303,1.8349487506772715
0 days 01:20:50,9.856732822220913,1.8350627990705402
0 days 01:20:55,9.769064242006346,1.8351895195075056
0 days 01:21:00,9.725229951857173,1.8352908958570775
0 days 01:21:05,9.637561371475012,1.8353796001629532
0 days 01:21:10,9.74714709690383,1.8354302883377391
0 days 01:21:15,9.747147096931759,1.8354683044688287
0 days 01:21:20,9.769064242006346,1.8355126566217665
0 days 01:21:25,9.812898532127587,1.8355570087747044
0 days 01:21:30,9.812898532127587,1.8356330410368833
0 days 01:21:35,9.747147096931759,1.8357154093209103
0 days 01:21:40,9.681395661680073,1.8357977776049381
0 days 01:21:45,9.637561371475012,1.835873809867117
0 days 01:21:50,9.769064242006346,1.8359371700856
0 days 01:21:55,9.856732822220913,1.8360005303040823
0 days 01:22:00,9.856732822220913,1.8360765625662612
0 days 01:22:05,9.812898532127587,1.8361525948284405
0 days 01:22:10,9.769064242006346,1.8362286270906194
0 days 01:22:15,9.681395661680073,1.836317331396495
0 days 01:22:20,9.769064242006346,1.8363933636586742
0 days 01:22:25,9.769064242006346,1.8364757319427012
0 days 01:22:30,9.769064242006346,1.8365454281830325
0 days 01:22:35,9.812898532127587,1.8365961163578184
0 days 01:22:40,9.747147096931759,1.836640468510756
0 days 01:22:45,9.681395661680073,1.8366721486199973
0 days 01:22:50,9.747147096931759,1.8367228367947837
0 days 01:22:55,9.725229951857173,1.8367608529258732
0 days 01:23:00,9.769064242006346,1.8368242131443555
0 days 01:23:05,9.725229951857173,1.8368749013191417
0 days 01:23:10,9.769064242006346,1.836950933581321
0 days 01:23:15,9.812898532127587,1.8370269658435
0 days 01:23:20,9.725229951857173,1.8371156701493756
0 days 01:23:25,9.681395661680073,1.8371917024115545
0 days 01:23:30,9.681395661680073,1.8372677346737334
0 days 01:23:35,9.681395661680073,1.8373310948922164
0 days 01:23:40,9.725229951857173,1.8373691110233057
0 days 01:23:45,9.725229951857173,1.8374071271543952
0 days 01:23:50,9.725229951857173,1.8374451432854848
0 days 01:23:55,9.790981387066967,1.8374894954384227
0 days 01:24:00,9.725229951843211,1.8375591916787535
0 days 01:24:05,9.747147096931759,1.8376415599627804
0 days 01:24:10,9.681395661680073,1.8377112562031117
0 days 01:24:15,9.637561371475012,1.8377872884652906
0 days 01:24:20,9.681395661680073,1.8378506486837731
0 days 01:24:25,9.812898532127587,1.8379393529896488
0 days 01:24:30,9.812898532127587,1.8379900411644348
0 days 01:24:35,9.725229951857173,1.838040729339221
0 days 01:24:40,9.812898532127587,1.8380914175140073
0 days 01:24:45,9.769064242006346,1.8381421056887928
0 days 01:24:50,9.725229951857173,1.8381927938635787
0 days 01:24:55,9.725229951857173,1.8382434820383646
0 days 01:25:00,9.812898532127587,1.8382814981694544
0 days 01:25:05,9.812898532127587,1.8383321863442403
0 days 01:25:10,9.725229951857173,1.8383892105408748
0 days 01:25:15,9.725229951857173,1.8384398987156607
0 days 01:25:20,9.747147096931759,1.8385032589341437
0 days 01:25:25,9.681395661680073,1.8385602831307775
0 days 01:25:30,9.76906424199238,1.8386173073274115
0 days 01:25:35,9.703312806768624,1.83866165948035
0 days 01:25:40,9.725229951857173,1.8386996756114393
0 days 01:25:45,9.812898532127587,1.8387376917425289
0 days 01:25:50,9.769064242006346,1.8388010519610112
0 days 01:25:55,9.812898532127587,1.8388644121794941
0 days 01:26:00,9.769064242006346,1.83891510035428
0 days 01:26:05,9.812898532127587,1.838991132616459
0 days 01:26:10,9.769064242006346,1.8390544928349417
0 days 01:26:15,9.725229951857173,1.8391051810097276
0 days 01:26:20,9.681395661680073,1.8391431971408172
0 days 01:26:25,9.615644226330575,1.8391495331626657
0 days 01:26:30,9.725229951857173,1.8391558691845138
0 days 01:26:35,9.659478516577543,1.8391685412282102
0 days 01:26:40,9.681395661680073,1.8391685412282102
0 days 01:26:45,9.74714709690383,1.8392002213374516
0 days 01:26:50,9.83481567717425,1.8392382374685414
0 days 01:26:55,9.812898532127587,1.8392952616651754
0 days 01:27:00,9.856732822220913,1.8393712939273543
0 days 01:27:05,9.769064242006346,1.8394473261895337
0 days 01:27:10,9.769064242006346,1.8395106864080162
0 days 01:27:15,9.637561371475012,1.8395740466264985
0 days 01:27:20,9.681395661680073,1.8395993907138914
0 days 01:27:25,9.681395661680073,1.8396120627575885
0 days 01:27:30,9.725229951857173,1.8396247348012849
0 days 01:27:35,9.725229951857173,1.8396627509323744
0 days 01:27:40,9.769064242006346,1.8397007670634637
0 days 01:27:45,9.725229951857173,1.8397451192164018
0 days 01:27:50,9.747147096931759,1.8397958073911878
0 days 01:27:55,9.725229951857173,1.8398401595441256
0 days 01:28:00,9.681395661680073,1.8398908477189115
0 days 01:28:05,9.725229951843211,1.8399035197626081
0 days 01:28:10,9.725229951857173,1.8398908477189115
0 days 01:28:15,9.681395661680073,1.8398908477189115
0 days 01:28:20,9.769064242006346,1.8398781756752152
0 days 01:28:25,9.769064242006346,1.8399035197626081
0 days 01:28:30,9.812898532127587,1.839954207937394
0 days 01:28:35,9.769064242006346,1.8400175681558768
0 days 01:28:40,9.769064242006346,1.8400936004180557
0 days 01:28:45,9.637561371475012,1.8401442885928416
0 days 01:28:50,9.593727081242024,1.8401696326802346
0 days 01:28:55,9.593727081242024,1.8401696326802346
0 days 01:29:00,9.637561371475012,1.8401696326802346
0 days 01:29:05,9.725229951857173,1.8401696326802346
0 days 01:29:10,9.856732822206945,1.8401823047239316
0 days 01:29:15,9.856732822220913,1.8402076488113246
0 days 01:29:20,9.769064242006346,1.840245664942414
0 days 01:29:25,9.769064242006346,1.8402963531172
0 days 01:29:30,9.637561371475012,1.840347041291986
0 days 01:29:35,9.681395661680073,1.840372385379379
0 days 01:29:40,9.593727081242024,1.840372385379379
0 days 01:29:45,9.593727081242024,1.8403343692482894
0 days 01:29:50,9.681395661680073,1.8402963531172
0 days 01:29:55,9.725229951857173,1.8402583369861105
0 days 01:30:00,9.725229951857173,1.8402583369861105
0 days 01:30:05,9.725229951857173,1.8402836810735035
0 days 01:30:10,9.812898532127587,1.8403343692482894
0 days 01:30:15,9.725229951857173,1.8403850574230758
0 days 01:30:20,9.681395661680073,1.8404484176415583
0 days 01:30:25,9.747147096931759,1.8405054418381925
0 days 01:30:30,9.747147096931759,1.8405434579692816
0 days 01:30:35,9.76906424199238,1.8405751380785236
0 days 01:30:40,9.549892790981076,1.84058781012222
0 days 01:30:45,9.769064242006346,1.8406004821659165
0 days 01:30:50,9.725229951857173,1.8406068181877646
0 days 01:30:55,9.637561371475012,1.840613154209613
0 days 01:31:00,9.681395661680073,1.840613154209613
0 days 01:31:05,9.769064242006346,1.8406258262533095
0 days 01:31:10,9.769064242006346,1.8406258262533095
0 days 01:31:15,9.812898532127587,1.8406384982970059
0 days 01:31:20,9.812898532127587,1.8406511703407025
0 days 01:31:25,9.681395661680073,1.8406638423843988
0 days 01:31:30,9.637561371475012,1.8406765144280954
0 days 01:31:35,9.637561371475012,1.8406765144280954
0 days 01:31:40,9.790981387066967,1.8406765144280954
0 days 01:31:45,9.856732822220913,1.8406891864717918
0 days 01:31:50,9.856732822220913,1.8407145305591848
0 days 01:31:55,9.769064242006346,1.8407398746465777
0 days 01:32:00,9.637561371461048,1.8407652187339711
0 days 01:32:05,9.725229951857173,1.8407652187339711
0 days 01:32:10,9.637561371475012,1.8407525466902743
0 days 01:32:15,9.681395661680073,1.8407525466902743
0 days 01:32:20,9.725229951857173,1.8407272026028814
0 days 01:32:25,9.812898532127587,1.8407145305591848
0 days 01:32:30,9.812898532127587,1.8407272026028814
0 days 01:32:35,9.769064242006346,1.8407398746465777
0 days 01:32:40,9.681395661680073,1.840790562821364
0 days 01:32:45,9.725229951857173,1.840815906908757
0 days 01:32:50,9.637561371475012,1.84084125099615
0 days 01:32:55,9.812898532127587,1.8408539230398466
0 days 01:33:00,9.703312806768624,1.8408665950835432
0 days 01:33:05,9.725229951857173,1.8408539230398466
0 days 01:33:10,9.681395661666093,1.840847587017998
0 days 01:33:15,9.703312806768624,1.8408285789524537
0 days 01:33:20,9.637561371419125,1.8408285789524537
0 days 01:33:25,9.681395661680073,1.8408285789524537
0 days 01:33:30,9.681395661680073,1.8408285789524537
0 days 01:33:35,9.725229951857173,1.84084125099615
0 days 01:33:40,9.769064242006346,1.84084125099615
0 days 01:33:45,9.812898532127587,1.8408539230398466
0 days 01:33:50,9.769064242006346,1.8408539230398466
0 days 01:33:55,9.812898532127587,1.8408665950835432
0 days 01:34:00,9.812898532127587,1.8408792671272396
0 days 01:34:05,9.725229951857173,1.8408792671272396
0 days 01:34:10,9.725229951857173,1.8408792671272396
0 days 01:34:15,9.681395661680073,1.8408665950835432
0 days 01:34:20,9.681395661680073,1.8408539230398466
0 days 01:34:25,9.681395661680073,1.8408539230398466
0 days 01:34:30,9.703312806740678,1.84084125099615
0 days 01:34:35,9.74714709690383,1.8408222429306051
0 days 01:34:40,9.681395661680073,1.840815906908757
0 days 01:34:45,9.637561371475012,1.8408032348650607
0 days 01:34:50,9.725229951857173,1.840815906908757
0 days 01:34:55,9.856732822220913,1.840815906908757
0 days 01:35:00,9.812898532127587,1.8408285789524537
0 days 01:35:05,9.769064242006346,1.84084125099615
0 days 01:35:10,9.681395661680073,1.8408665950835432
0 days 01:35:15,9.725229951857173,1.8408792671272396
0 days 01:35:20,9.725229951857173,1.8408792671272396
0 days 01:35:25,9.725229951857173,1.8408919391709362
0 days 01:35:30,9.769064242006346,1.8409046112146326
0 days 01:35:35,9.725229951857173,1.8409172832583292
0 days 01:35:40,9.74714709690383,1.8409172832583292
0 days 01:35:45,9.725229951857173,1.8409046112146326
0 days 01:35:50,9.593727081242024,1.8408919391709362
0 days 01:35:55,9.725229951857173,1.8408665950835432
0 days 01:36:00,9.769064242006346,1.8408539230398466
0 days 01:36:05,9.681395661680073,1.84084125099615
0 days 01:36:10,9.725229951857173,1.8408285789524537
0 days 01:36:15,9.637561371475012,1.8408285789524537
0 days 01:36:20,9.812898532127587,1.84084125099615
0 days 01:36:25,9.769064242006346,1.8408539230398466
0 days 01:36:30,9.725229951857173,1.8408792671272396
0 days 01:36:35,9.725229951857173,1.8408919391709362
0 days 01:36:40,9.725229951857173,1.8409046112146326
0 days 01:36:45,9.681395661680073,1.8409172832583292
0 days 01:36:50,9.769064242006346,1.8409172832583292
0 days 01:36:55,9.725229951857173,1.8409299553020255
0 days 01:37:00,9.659478516577543,1.8409299553020255
0 days 01:37:05,9.593727081242024,1.8409046112146326
0 days 01:37:10,9.593727081242024,1.8408856031490881
0 days 01:37:15,9.703312806768624,1.8408539230398466
0 days 01:37:20,9.790981387039043,1.8408285789524537
0 days 01:37:25,9.856732822220913,1.84084125099615
0 days 01:37:30,9.856732822220913,1.8408539230398466
0 days 01:37:35,9.856732822220913,1.8408665950835432
0 days 01:37:40,9.593727081242024,1.8409046112146326
0 days 01:37:45,9.681395661680073,1.8409299553020255
0 days 01:37:50,9.681395661680073,1.840955299389419
0 days 01:37:55,9.725229951857173,1.840955299389419
0 days 01:38:00,9.769064242006346,1.840955299389419
0 days 01:38:05,9.812898532127587,1.8409426273457221
0 days 01:38:10,9.681395661680073,1.8409299553020255
0 days 01:38:15,9.812898532127587,1.8409299553020255
0 days 01:38:20,9.681395661680073,1.840955299389419
0 days 01:38:25,9.747147096931759,1.840961635411267
0 days 01:38:30,9.812898532127587,1.8409679714331155
0 days 01:38:35,9.790981387066967,1.8409679714331155
0 days 01:38:40,9.681395661680073,1.840955299389419
0 days 01:38:45,9.769064242006346,1.8409426273457221
0 days 01:38:50,9.725229951843211,1.8409426273457221
0 days 01:38:55,9.725229951857173,1.8409426273457221
0 days 01:39:00,9.725229951857173,1.8409299553020255
0 days 01:39:05,9.725229951857173,1.8409172832583292
0 days 01:39:10,9.725229951857173,1.8409046112146326
0 days 01:39:15,9.725229951857173,1.8409046112146326
0 days 01:39:20,9.769064242006346,1.8408919391709362
0 days 01:39:25,9.681395661680073,1.8408919391709362
0 days 01:39:30,9.769064242006346,1.8409046112146326
0 days 01:39:35,9.725229951857173,1.8409299553020255
0 days 01:39:40,9.90056711223047,1.840961635411267
0 days 01:39:45,9.747147096931759,1.8409679714331155
0 days 01:39:50,9.615644226358517,1.8409679714331155
0 days 01:39:55,9.769064242006346,1.8409679714331155
0 days 01:40:00,9.769064242006346,1.840955299389419
0 days 01:40:05,9.812898532127587,1.840955299389419
0 days 01:40:10,9.769064242006346,1.840955299389419
0 days 01:40:15,9.681395661680073,1.8409426273457221
0 days 01:40:20,9.637561371475012,1.840955299389419
0 days 01:40:25,9.725229951857173,1.8409679714331155
0 days 01:40:30,9.725229951857173,1.840980643476812
0 days 01:40:35,9.856732822220913,1.8409933155205085
0 days 01:40:40,9.725229951857173,1.8409933155205085
0 days 01:40:45,9.637561371475012,1.840980643476812
0 days 01:40:50,9.637561371475012,1.8409679714331155
0 days 01:40:55,9.681395661680073,1.840955299389419
0 days 01:41:00,9.703312806768624,1.8409299553020255
0 days 01:41:05,9.812898532127587,1.8409299553020255
0 days 01:41:10,9.703312806740678,1.8409299553020255
0 days 01:41:15,9.790981387066967,1.8409299553020255
0 days 01:41:20,9.812898532127587,1.8409426273457221
0 days 01:41:25,9.725229951857173,1.840955299389419
0 days 01:41:30,9.725229951857173,1.840980643476812
0 days 01:41:35,9.725229951857173,1.8410059875642049
0 days 01:41:40,9.769064242006346,1.8410186596079015
0 days 01:41:45,9.681395661680073,1.8410186596079015
0 days 01:41:50,9.725229951857173,1.8410186596079015
0 days 01:41:55,9.769064242006346,1.8410186596079015
0 days 01:42:00,9.681395661680073,1.8410313316515978
0 days 01:42:05,9.637561371475012,1.8410313316515978
0 days 01:42:10,9.769064242006346,1.8410313316515978
0 days 01:42:15,9.769064242006346,1.8410186596079015
0 days 01:42:20,9.790981386983187,1.8410186596079015
0 days 01:42:25,9.769064242006346,1.8410186596079015
0 days 01:42:30,9.74714709690383,1.8410313316515978
0 days 01:42:35,9.812898532113628,1.8410440036952944
0 days 01:42:40,9.769064242006346,1.8410440036952944
0 days 01:42:45,9.769064242006346,1.8410566757389908
0 days 01:42:50,9.812898532127587,1.8410566757389908
0 days 01:42:55,9.769064242006346,1.8410566757389908
0 days 01:43:00,9.681395661680073,1.8410440036952944
0 days 01:43:05,9.593727081242024,1.8410059875642049
0 days 01:43:10,9.681395661680073,1.8409679714331155
0 days 01:43:15,9.637561371475012,1.8409299553020255
0 days 01:43:20,9.593727081242024,1.8408919391709362
0 days 01:43:25,9.812898532127587,1.8408792671272396
0 days 01:43:30,9.790981387066967,1.840898275192784
0 days 01:43:35,9.856732822220913,1.8409426273457221
0 days 01:43:40,9.812898532127587,1.840980643476812
0 days 01:43:45,9.747147096931759,1.8410440036952944
0 days 01:43:50,9.681395661680073,1.8410820198263838
0 days 01:43:55,9.681395661680073,1.8411073639137767
0 days 01:44:00,9.769064242006346,1.8411073639137767
0 days 01:44:05,9.681395661680073,1.8410946918700803
0 days 01:44:10,9.769064242006346,1.8410693477826874
0 days 01:44:15,9.637561371475012,1.8410440036952944
0 days 01:44:20,9.681395661680073,1.8410313316515978
0 days 01:44:25,9.856732822220913,1.8410440036952944
0 days 01:44:30,9.856732822220913,1.8410820198263838
0 days 01:44:35,9.856732822220913,1.8411073639137767
0 days 01:44:40,9.812898532127587,1.8411453800448663
0 days 01:44:45,9.725229951857173,1.841158052088563
0 days 01:44:50,9.725229951857173,1.8411707241322597
0 days 01:44:55,9.703312806768624,1.841158052088563
0 days 01:45:00,9.747147096931759,1.8411390440230178
0 days 01:45:05,9.76906424199238,1.8411200359574733
0 days 01:45:10,9.812898532127587,1.8410946918700803
0 days 01:45:15,9.769064242006346,1.8410820198263838
0 days 01:45:20,9.83481567717425,1.8410820198263838
0 days 01:45:25,9.681395661680073,1.8411073639137767
0 days 01:45:30,9.506058500692172,1.8411200359574733
0 days 01:45:35,8.103361196655632,1.8409426273457221
0 days 01:45:40,6.306155233745659,1.8402836810735035
0 days 01:45:45,5.297966502012182,1.8369129174502314
0 days 01:45:50,4.552783516712126,1.8308176644322085
0 days 01:45:55,3.369257581918796,1.8196789380229736
0 days 01:46:00,2.4487373959632603,1.8050300555098053
0 days 01:46:05,1.4843829018208776,1.7817641832830076
0 days 01:46:10,1.0241227974123532,1.7549564748430349
0 days 01:46:15,0.6515312819884767,1.7233270537765388
0 days 01:46:20,0.3446912088869078,1.6821239036973277
0 days 01:46:25,0.6713709304972894,1.6496834718342548
0 days 01:46:30,0.6361222985813894,1.6084423056239545
0 days 01:46:35,0.6139632077340138,1.5720481961275696
0 days 01:46:40,0.5915299313013389,1.538207503436032
0 days 01:46:45,0.5747549012197809,1.5016613294152894
0 days 01:46:50,0.5525678013172376,1.4706274944025295
0 days 01:46:55,0.5484002814862735,1.4379843098403124
0 days 01:47:00,0.5280294456594514,1.4101184857516809
0 days 01:47:05,0.5344644095036044,1.3813656186042935
0 days 01:47:10,0.514611234822424,1.3560215312112678
0 days 01:47:15,0.5084153037938124,1.3290554222250888
0 days 01:47:20,0.5038173605478411,1.3032551412589888
0 days 01:47:25,0.49549552507801475,1.281535258363166
0 days 01:47:30,0.4895297477597036,1.25761043986415
0 days 01:47:35,0.4865738489472135,1.2368409602455654
0 days 01:47:40,0.4970672316074431,1.2167367629210477
0 days 01:47:45,0.47818140120092767,1.1966959258150127
0 days 01:47:50,0.47098914271960557,1.1767628010803983
0 days 01:47:55,0.46992050926006557,1.1584263538515445
0 days 01:48:00,0.46779077886871084,1.140622132457944
0 days 01:48:05,0.47063257190737284,1.1218801798308013
0 days 01:48:10,0.4621585675038284,1.1050770498892257
0 days 01:48:15,0.45797895541618416,1.0869180112721228
0 days 01:48:20,0.4600640150887375,1.0710145964329993
0 days 01:48:25,0.4483729332260196,1.053805961093135
0 days 01:48:30,0.45728603758212405,1.0374590247246334
0 days 01:48:35,0.47205993576843164,1.0227214379055891
0 days 01:48:40,0.4545248341832787,1.0067166467168935
0 days 01:48:45,0.4483729332260196,0.9926506782137644
0 days 01:48:50,0.44905234517554987,0.9777230107392724
0 days 01:48:55,0.44600320407828736,0.9657289213805229
0 days 01:49:00,0.4446546277921897,0.951029350692568
0 days 01:49:05,0.43832232824532713,0.9366529171188743
0 days 01:49:10,0.4449912615746982,0.9257169434087839
0 days 01:49:15,0.44029972636744563,0.9118663996484955
0 days 01:49:20,0.4389683956504986,0.8996378774813606
0 days 01:49:25,0.4409669051158317,0.8863195595563257
0 days 01:49:30,0.42781339298528637,0.8748893761420712
0 days 01:49:35,0.442304297040304,0.8620652679212002
0 days 01:49:40,0.4297611165829674,0.8507364608565178
0 days 01:49:45,0.4245867834426699,0.838381218252418
0 days 01:49:50,0.42911089209586567,0.8262667444785514
0 days 01:49:55,0.4265198171143838,0.8158503245600182
0 days 01:50:00,0.42911089209586567,0.8041540282281369
0 days 01:50:05,0.43171770766686446,0.7938009685280859
0 days 01:50:10,0.42911876239062413,0.7836189814179376
0 days 01:50:15,0.42781339298528637,0.7738741798153196
0 days 01:50:20,0.42523015262050445,0.7618167302380877
0 days 01:50:25,0.4255533002785269,0.7526611786673572
0 days 01:50:30,0.4245867834426699,0.7425742318849331
0 days 01:50:35,0.4360656934974838,0.7323859087529367
0 days 01:50:40,0.4265198171143838,0.7241427443283552
0 days 01:50:45,0.4369789436502085,0.7139924373274485
0 days 01:50:50,0.42202302613477416,0.7049826142592279
0 days 01:50:55,0.4207469585587204,0.6953772051372712
0 days 01:51:00,0.42202302613477416,0.6856704196657424
0 days 01:51:05,0.4188400881172618,0.6770661019958104
0 days 01:51:10,0.42138450931153565,0.6676381014856048
0 days 01:51:15,0.41505223450706513,0.6592745526459062
0 days 01:51:20,0.41631103075977066,0.6503534338835614
0 days 01:51:25,0.4188400881172618,0.6422179818304002
0 days 01:51:30,0.4144242644310998,0.6333222071554482
0 days 01:51:35,0.41505223450706513,0.6254148518888243
0 days 01:51:40,0.4134851567830366,0.6178369697583097
0 days 01:51:45,0.41161025396420936,0.6101450392345265
0 days 01:51:50,0.41505223450706513,0.6008691032486789
0 days 01:51:55,0.41568306212676764,0.5942289523517066
0 days 01:52:00,0.4137972444684068,0.5862328927792068
0 days 01:52:05,0.40943881146258276,0.5781481289008316
0 days 01:52:10,0.41192187089570637,0.571761418877789
0 days 01:52:15,0.4131711731814769,0.5638920797422546
0 days 01:52:20,0.4131711731814769,0.5570998643209241
0 days 01:52:25,0.4100549967222877,0.5494459499282301
0 days 01:52:30,0.400240297390831,0.5426537345068992
0 days 01:52:35,0.40943458742368893,0.5352279169007428
0 days 01:52:40,0.4106763461171207,0.5278908036004619
0 days 01:52:45,0.4020624877559707,0.5215674537959021
0 days 01:52:50,0.406346592666901,0.514445765238462
0 days 01:52:55,0.4131711731814769,0.5081350874775986
0 days 01:53:00,0.4051179258206735,0.5012161516193026
0 days 01:53:05,0.4051179258206735,0.495247619038245
0 days 01:53:10,0.4011596697395015,0.48919038215131194
