temperature,77.29999999999998
material,PCN-777
adsorbate,nitrogen
pressure_mode,relative
pressure_unit,None
adsorbent_basis,mass
adsorbent_unit,g
loading_basis,molar
loading_unit,cm3(STP)
apparatus,mic
batch,after H$_2$O
date,04/11/2020 12:22:18
mass,0.0334
data:[pressure,loading,[otherdata],branch data]
pressure,loading,branch
0.009537931278755674,206.15512444337645,ads
0.03071313347295252,272.56028127516856,ads
0.04907421978698108,301.6411102454195,ads
0.05995266956256228,314.19814576600385,ads
0.06691536453810758,321.2367597007199,ads
0.07906423391562666,332.2773815534565,ads
0.08913440704181799,340.65436823743374,ads
0.09910702449806234,348.4370814948625,ads
0.12091357398204117,364.5362337647013,ads
0.14738736365143762,383.20930324808273,ads
0.1716763247573313,401.26339848752133,ads
0.19671344475338995,419.12112351631,ads
0.2458658879020116,457.5915399878019,ads
0.3048912752760916,514.1278536520057,ads
0.35030806762981526,573.3095884102682,ads
0.6551391402379827,1382.8085616114922,ads
0.857339022532629,1398.5309826271082,ads
0.8768476266575151,1400.1324640387168,ads
0.8793874585855724,1400.5195734030613,ads
0.8988496507309941,1402.066243864268,ads
0.9254770455205503,1404.6454692272177,ads
0.9293759015686629,1405.2964175511404,ads
0.9395740031581348,1406.5084948341487,ads
0.9484846469441783,1407.905958862379,ads
0.9586420336921462,1409.8476167230074,ads
0.9684372024717787,1412.4255687858224,ads
0.9779285698177915,1416.658943140325,ads
0.9866070459155598,1424.8030649018035,ads
0.9907138801830221,1440.809144986649,ads
0.9827078668824092,1422.7053308146312,des
0.9676575974615212,1413.5217965330678,des
0.9451569642009913,1408.0999193995997,des
0.923475201730854,1405.076055958055,des
0.9026225086039965,1402.909219257996,des
0.8824298532245196,1401.1292622102653,des
0.8622859942017231,1399.513014608296,des
0.8596774930041472,1399.1294587381853,des
0.8400249894626668,1397.743943096273,des
0.8037183773399446,1395.2117653865137,des
0.7998238657591134,1394.7358741706382,des
0.7792479161932927,1393.289583484744,des
0.7611819963584633,1391.912051381961,des
0.7405060868946557,1390.2916680252317,des
0.7205108848352698,1388.7548973135483,des
0.7006727549799959,1387.0623366897128,des
0.6756440405599569,1384.8987098747832,des
0.650748666503437,1382.6077813835184,des
0.62566923085575,1380.2402704644037,des
0.6008195185251103,1377.6268975321648,des
0.5529280265211411,1372.1433753541883,des
0.502388704927389,1365.2898887586882,des
0.45215466134055726,1357.2301878115022,des
0.40246487489841143,1347.4452008917474,des
0.35038409856118224,575.7621192919931,des
0.29605474109150387,503.35006625420453,des
0.24244794572716377,453.0068275318789,des
0.19117669129677653,413.3217436694025,des
0.17879742786721275,404.36973773021646,des
0.15225440698037876,384.6036432633572,des
0.12581800324693435,365.94008247385887,des
0.10196095308701242,348.470587070098,des
0.0764245131279642,327.7711246576445,des
0.05225408360812393,303.2377229215039,des
0.029313071889271645,267.2354511507699,des
0.010317429745745944,207.18905720689028,des
