temperature,77.29999999999998
material,MIL-101(Cr)
adsorbate,nitrogen
pressure_mode,relative
pressure_unit,None
adsorbent_basis,mass
adsorbent_unit,g
loading_basis,molar
loading_unit,cm3(STP)
date,2020-10-20T10:41:45
mass,0.019
data:[pressure,loading,[otherdata],branch data]
pressure,loading,branch
0.009996752123021818,447.7752543148278,ads
0.029981901319440993,562.4531928818425,ads
0.05178645783085002,632.4679429410334,ads
0.06207378097063309,660.5115475059362,ads
0.06894801961947611,678.5024707135078,ads
0.07830510313730743,702.0148906432102,ads
0.08801794444917156,725.6712043361639,ads
0.09739907674049739,749.2453355291742,ads
0.1254376985052169,836.0791134659148,ads
0.14817902666364405,867.6112619757037,ads
0.17786721411518006,900.0067795947984,ads
0.20330920357138565,929.8502150873632,ads
0.25228482456935564,1004.9462339842722,ads
0.3189393142997468,1033.3428498082897,ads
0.37477245100723894,1053.700947803805,ads
0.39790883123918763,1061.5727306744159,ads
0.44739319958394,1077.7578948197788,ads
0.4973942644197646,1093.5876656643213,ads
0.547199860179224,1109.2036562790427,ads
0.5968936105531532,1125.515777867731,ads
0.6235414088515681,1134.5586010474792,ads
0.6484440636961403,1143.3573941626132,ads
0.6732674948208397,1152.8724356138855,ads
0.6983519640414126,1163.305207900203,ads
0.7185602338709782,1172.6155252497406,ads
0.7385353699465654,1182.834687078834,ads
0.7585929665298129,1194.01364470893,ads
0.7781826886247047,1206.7617522397475,ads
0.7982529679999459,1221.997894401956,ads
0.8178801127378963,1240.06148687556,ads
0.8375415971498127,1262.8660392145346,ads
0.85711025240876,1292.5606244405321,ads
0.8759475314302819,1333.9855453065145,ads
0.9001568541851622,1424.4659820112201,ads
0.9095663699271439,1484.6715622856502,ads
0.919174975162899,1565.8180318139473,ads
0.927571085125641,1664.4313361519373,ads
0.9359688384451844,1785.1539167450044,ads
0.9460432326246355,1935.6284975772348,ads
0.9697665749771222,2061.0530813531213,ads
0.983626429763019,2074.564030886106,ads
0.9918423936446719,2122.2181364403355,ads
0.9932191667831423,2193.9348366226345,ads
0.9924173788023236,2139.5652079681868,des
0.9842454561959131,2078.9866837902755,des
0.9605962189828408,2058.33609498704,des
0.9453619284180976,2048.3664393049025,des
0.9411908927537614,2045.2819638974347,des
0.9319256011556081,2034.0750147632089,des
0.9226683625194736,2014.9191620179158,des
0.9118479721963911,1987.3032527667601,des
0.9028175719458404,1950.966485070185,des
0.8876075199994514,1887.0728582288266,des
0.8639015931230575,1801.3182672804012,des
0.8397421489400907,1572.3202893367022,des
0.8073054557860891,1477.1510435659468,des
0.8037499534562715,1349.6083032893944,des
0.7638621176627051,1284.783519087009,des
0.7612947376923034,1232.6578512790268,des
0.7342033774760566,1206.9617118228373,des
0.7129677166320535,1181.1837371733363,des
0.6985108956974778,1170.5188009733217,des
0.6796805987959307,1155.7084613809902,des
