ind,MOF,UCVOL,RHO,PLD,LCD,SA,PV,Vf,KH_H2O,Hst_H2O,M_D4,V_D4
495,COXHIH_clean,28711.6,0.71,8.25,8.57,3207.76,1.11,0.79,2.52e-06,16.42,0.6043200000000001,0.42906720000000004
496,COXHON_clean,30291.4,0.66,8.47,8.8,3428.99,1.2,0.79,2.41e-06,15.53,0.73514,0.4851924
497,CUBBEI_stripped,56001.9,0.66,8.35,11.32,2901.59,1.12,0.74,2.85e-06,12.92,0.44142000000000003,0.2913372
498,DIDDOK_clean,41705.7,0.53,8.17,9.6,4658.6,1.49,0.78,4.03e-06,13.05,0.5614600000000001,0.29757380000000005
499,DUKYIT_stripped,40275.2,0.85,8.6,9.87,1722.26,0.73,0.63,4.29e-06,16.56,0.37377999999999995,0.31771299999999997
500,EFAYIU_clean,25656.8,0.43,8.64,11.57,5151.75,1.88,0.82,4.14e-06,14.26,1.0626,0.456918
501,EGATEM_clean,72417.0,0.85,8.69,10.25,1545.68,0.76,0.64,6.43e-06,19.28,0.24678,0.209763
502,EGEJIK_manual,38969.0,0.68,8.7,10.26,2904.81,1.09,0.74,3.94e-06,16.21,0.35283,0.2399244
503,EGIFUV_clean,18947.7,1.05,8.52,9.75,1184.94,0.58,0.61,3.08e-06,22.05,0.19891999999999999,0.208866
504,EPONAA_clean,46338.9,0.5,8.73,9.18,5302.21,1.72,0.85,4.08e-06,15.43,0.95209,0.476045
505,EPONEE_clean,46561.7,0.49,8.74,9.19,5327.84,1.72,0.85,3.42e-06,13.36,0.91262,0.44718379999999996
506,EWUHIO_auto,20257.1,0.41,8.79,13.53,5086.68,2.06,0.84,4.12e-06,14.85,1.2871,0.5277109999999999
507,EXERUW_clean,49807.6,0.47,8.06,15.68,4888.23,1.68,0.8,2.95e-06,10.77,0.84738,0.3982686
508,FAKLIO_clean,19107.8,0.75,8.41,9.35,1991.19,0.88,0.67,5.39e-06,18.06,0.49954000000000004,0.374655
509,FAKLOU_clean,42681.1,0.88,8.03,9.13,1703.42,0.75,0.66,1.87e-06,13.29,0.35422000000000003,0.31171360000000004
510,FAKLUA_clean,40679.1,0.82,8.03,9.02,1817.91,0.8,0.65,2.88e-06,16.83,0.36238,0.29715159999999996
511,FANWOI_stripped,45704.9,1.0,8.59,9.82,1129.23,0.59,0.59,3.23e-06,17.67,0.17099,0.17099
512,FUNCAT_clean,39481.5,0.93,8.78,9.49,1413.67,0.66,0.62,6.62e-06,26.29,0.22531,0.2095383
513,GACQAE_clean,45132.0,0.87,8.26,8.57,2115.93,0.78,0.68,6.62e-06,20.44,0.24994,0.2174478
514,GAQYIH_clean,29306.4,0.56,8.97,20.26,3739.76,1.52,0.85,2.91e-06,16.35,0.7149500000000001,0.40037200000000006
515,GASROK_stripped,34137.8,1.15,8.65,8.79,716.72,0.44,0.51,1.47e-06,18.83,0.1529,0.175835
516,GAXKOH_clean,43330.2,0.96,8.86,9.79,1660.01,0.64,0.61,5.34e-06,20.16,0.18947,0.1818912
517,GAZZIS04_charged,29990.6,0.7,8.03,11.31,2508.89,1.0,0.7,4.19e-06,17.28,0.48334,0.33833799999999997
518,GAZZIS05_charged,30279.2,0.69,8.06,11.59,2524.85,1.01,0.7,4.28e-06,17.51,0.47792,0.32976479999999997
519,GUPCAW_clean,69285.0,0.81,8.63,13.65,2168.96,0.9,0.74,1.67e-06,12.02,0.38950999999999997,0.3155031
520,GURPUF_clean,56599.4,0.7,8.41,9.47,3276.17,1.12,0.78,2.46e-06,13.57,0.57005,0.3990349999999999
521,HAHPIQ_charged,59310.4,1.59,8.62,9.54,350.59,0.28,0.45,5.36e-07,19.75,0.07820999999999999,0.12435389999999999
522,HAHPOW_clean,59128.5,1.47,8.47,9.62,389.29,0.34,0.5,1.68e-06,22.06,0.07934999999999999,0.11664449999999998
523,HOFJIX_clean,33184.2,1.06,8.57,9.76,1159.9,0.56,0.59,2.34e-06,18.66,0.22341999999999998,0.23682519999999999
524,HUFHUN_clean,21447.5,0.78,8.17,11.46,2521.4,0.95,0.74,6.67e-06,21.32,0.35305000000000003,0.27537900000000004
525,HUQHIM_clean,59807.0,0.71,8.71,10.23,2388.95,0.97,0.69,5.09e-06,18.41,0.43142,0.30630820000000003
526,HUYKUH_clean,93595.5,0.8,8.71,11.75,1655.93,0.81,0.65,2.76e-06,19.01,0.28992,0.23193600000000003
527,ICIVEW_clean,38514.5,1.69,8.97,9.81,792.47,0.37,0.62,6.2e-06,25.15,0.11973,0.2023437
528,IFEPUG_SL,21786.9,1.35,8.2,8.51,441.64,0.33,0.44,1.02e-06,14.32,0.08356999999999999,0.11281949999999999
529,IFEQAN_SL,21785.6,1.35,8.17,8.47,437.37,0.33,0.45,2e-06,20.75,0.117,0.15795
530,IYUCIQ_clean,37207.7,0.92,8.62,9.97,1970.07,0.73,0.67,3.75e-06,21.02,0.25953,0.2387676
531,ja3082523_si_004_clean,79399.4,0.5,8.37,15.27,4212.68,1.56,0.77,3.31e-06,13.18,0.64976,0.32488
532,JEJWEB_stripped,56342.2,0.54,8.58,11.27,4045.67,1.46,0.8,3.9e-06,14.62,0.65767,0.3551418
533,JOJKUQ_clean,29566.7,0.61,8.76,18.63,2956.62,1.31,0.8,2.99e-06,13.09,0.73265,0.4469165
534,JOZWIG02_auto,130077.0,0.4,8.58,21.34,4640.09,2.04,0.82,2.22e-06,9.17,1.04585,0.41834
535,KADLOT_clean,35429.6,0.98,8.54,9.0,1048.48,0.69,0.67,2.99e-06,17.02,0.24396,0.2390808
536,KEFBOO_clean,26593.9,0.72,8.05,11.99,3006.35,1.04,0.75,3.26e-06,13.73,0.47004,0.3384288
537,KUXREC_clean,24915.4,0.72,8.3,9.09,3029.31,1.02,0.73,9.44e-06,24.24,0.44081,0.3173832
538,LEVPAF_clean,33886.0,0.81,8.1,9.99,1990.62,0.83,0.67,9.39e-06,24.02,0.22928,0.18571680000000002
539,LOXBEH_clean,25922.5,1.01,8.26,11.67,1379.47,0.63,0.63,9.12e-06,24.79,0.26333999999999996,0.26597339999999997
540,MIDSUP_clean,37975.0,0.69,8.88,10.08,2498.59,1.02,0.7,4.12e-06,19.13,0.48466000000000004,0.3344154
541,NUFTOY_charged,33390.6,0.98,8.37,9.33,696.28,0.61,0.6,7.48e-06,19.92,0.12012,0.1177176
542,OKOSUE_clean,56546.5,0.94,8.05,8.85,2048.11,0.73,0.69,7.26e-06,22.85,0.1993,0.18734199999999998
543,OLEYAH_clean,57987.0,1.34,8.65,9.34,1099.88,0.47,0.63,3.24e-06,19.81,0.24090999999999999,0.3228194
544,OLOPUC_clean,57862.7,1.61,8.57,9.28,878.51,0.38,0.62,3.2e-06,17.52,0.18787,0.30247070000000004
545,OVEDEA_stripped,43189.0,0.77,8.18,11.99,2549.67,0.96,0.74,3.2e-06,17.32,0.48489,0.3733653
546,PENNAZ_clean,52982.4,0.96,8.0,8.96,1991.53,0.73,0.7,4e-06,16.14,0.26892,0.2581632
547,PUFQIS_clean,26144.6,0.81,8.71,9.64,2531.81,0.88,0.71,7.51e-06,22.8,0.22359,0.18110790000000002
548,PUGSER_clean,22474.7,0.8,8.83,9.41,2834.56,0.91,0.73,7.37e-06,18.57,0.26677,0.21341600000000002
549,PUGSIV_clean,22515.9,0.82,8.65,9.71,2641.45,0.88,0.72,4.14e-06,17.43,0.25971,0.2129622
550,PUGSOB_clean,22511.0,0.86,8.87,9.51,2293.38,0.81,0.7,6.21e-06,19.5,0.19797,0.1702542
551,PUGSUH_clean,23067.6,0.82,8.71,9.31,2629.78,0.87,0.71,4.66e-06,18.37,0.32744,0.2685008
552,PUGTAO_clean,23692.5,0.81,8.37,9.0,2648.66,0.89,0.72,4.78e-06,17.86,0.30763999999999997,0.2491884
553,PUWDOA_clean,112507.0,0.77,8.82,10.51,2209.91,0.9,0.69,7.46e-06,19.13,0.27,0.20790000000000003
554,PUZLUS_clean,25540.0,0.46,8.4,15.09,4994.32,1.73,0.8,4.25e-06,16.42,0.9193300000000001,0.42289180000000004
555,QIHXIQ_clean,39744.7,0.87,8.75,9.73,1907.78,0.76,0.66,2.88e-06,15.92,0.28581,0.2486547
556,QOSXAY_stripped,26361.2,1.42,8.89,9.11,836.92,0.39,0.55,7.71e-06,27.34,0.17909,0.2543078
557,QUPZAE01_stripped,36701.0,0.77,8.14,8.49,2195.17,0.88,0.68,3.07e-06,15.48,0.34697,0.2671669
558,QUQBAH_clean,19501.7,0.72,8.23,9.66,2289.32,0.97,0.7,4.5e-06,19.09,0.42123,0.3032856
559,REPCIZ_stripped,37633.3,0.97,8.08,8.97,1866.35,0.7,0.68,4.15e-06,17.91,0.26589999999999997,0.25792299999999996
560,ROZXEL_clean,40006.5,0.66,8.96,10.97,3233.26,1.15,0.76,3.63e-06,14.26,0.41935,0.276771
561,RUBBOH_clean,39840.0,0.67,8.82,10.87,3285.65,1.14,0.76,3.53e-06,14.09,0.40856,0.2737352
562,RUKDIM_stripped,27649.4,0.54,8.77,15.7,3714.86,1.47,0.8,5.16e-06,18.94,0.6888200000000001,0.3719628000000001
563,RUKDOS_stripped,27300.0,0.68,8.75,15.64,2971.0,1.17,0.79,4.33e-06,22.93,0.54132,0.3680976
564,SARSUC_stripped,39104.4,0.67,8.71,11.13,2697.05,1.08,0.72,2.92e-06,15.4,0.54108,0.3625236
565,SERCEZ_clean,37378.0,0.71,8.57,10.07,3083.48,1.06,0.75,4.21e-06,15.42,0.31633999999999995,0.22460139999999995
566,SOHGUS_clean,19612.1,0.72,8.18,9.7,2288.77,0.97,0.7,6.26e-06,22.73,0.47187,0.3397464
567,SOHMEI_clean,35208.5,1.19,8.02,8.65,1365.97,0.56,0.67,2.81e-06,19.99,0.15031,0.1788689
568,SOHNAF_clean,35745.8,1.18,8.24,8.77,1395.29,0.58,0.68,2.47e-06,18.1,0.1702,0.200836
569,TAQGEZ_clean,20633.3,0.93,8.26,8.39,1835.91,0.76,0.7,6.52e-06,19.04,0.32954,0.30647220000000003
570,TOVJIZ_clean,63975.1,0.45,8.29,12.65,4391.26,1.8,0.81,7.23e-06,19.47,0.94717,0.4262265
571,TOVJOF_clean,66035.7,0.47,8.37,12.42,4210.28,1.69,0.8,6.02e-06,17.47,0.77665,0.36502549999999995
572,TOVKEW_clean,47301.0,0.57,8.95,13.15,3490.59,1.31,0.74,7.07e-06,18.38,0.49769,0.28368329999999997
573,UMOKIS_clean,66610.9,0.84,8.24,10.47,1944.77,0.78,0.66,6.44e-06,19.81,0.25017,0.2101428
574,UVAHIK_stripped,34748.1,0.49,8.59,16.97,3976.29,1.64,0.81,4.25e-06,17.2,0.86454,0.42362459999999996
575,UWAFOO_stripped,34828.0,0.57,8.93,10.28,3353.42,1.36,0.77,3.12e-06,12.88,0.68524,0.39058679999999996
576,UWAFUU_stripped,34622.4,0.57,8.88,10.66,3316.04,1.35,0.77,3.83e-06,15.08,0.7402799999999999,0.42195959999999993
577,UWAGAB03_stripped,34147.8,0.58,8.54,11.63,3250.31,1.32,0.76,3.49e-06,14.24,0.65531,0.38007979999999997
578,UWALEL_clean,57067.7,0.98,8.07,8.57,1611.56,0.62,0.61,9.9e-06,27.63,0.11106999999999999,0.10884859999999999
579,VACFUB_clean_h,26128.6,1.18,8.34,8.51,813.82,0.44,0.52,4.76e-06,25.64,0.16363999999999998,0.19309519999999997
580,VACFUB01_clean,26098.1,1.18,8.37,8.53,829.94,0.46,0.55,2.51e-06,20.9,0.19161,0.2260998
581,VACKUI_clean,56432.7,0.71,8.33,9.56,2422.46,0.98,0.69,5.8e-06,21.72,0.3589,0.25481899999999996
582,VOLQOD_clean,43406.6,0.7,8.75,11.11,2544.5,1.04,0.73,4.02e-06,17.0,0.35923,0.251461
583,VUKROK_clean,37658.7,0.7,8.88,10.24,2593.73,1.03,0.71,3.65e-06,18.26,0.45461,0.318227
584,WASPAK_clean,27162.9,0.93,8.11,8.92,1358.74,0.65,0.61,3.05e-06,17.12,0.21034,0.19561620000000002
585,WEHJUQ_clean,32224.6,0.7,8.63,11.41,3177.54,1.1,0.77,3.68e-06,14.7,0.57078,0.39954599999999996
586,WUHCIN_auto,114862.0,0.46,8.47,17.75,4748.69,1.73,0.79,2.2e-06,9.45,0.69485,0.319631
587,XEXLAP_clean,61947.3,1.07,8.02,8.65,1180.61,0.53,0.56,2.17e-06,15.48,0.18156999999999998,0.19427989999999998
588,XEXLUJ_clean,50429.0,1.12,8.14,8.73,1117.89,0.51,0.57,3.02e-06,20.14,0.17236,0.19304320000000003
589,XEXMAQ_clean,50451.7,1.12,8.06,8.39,1125.03,0.51,0.57,3.02e-06,19.71,0.18988,0.2126656
590,XEXMEU_clean,53620.9,1.05,8.85,9.63,1211.17,0.56,0.59,8.62e-06,24.65,0.21625,0.2270625
591,XIYYEL_clean,29053.4,0.72,8.23,8.55,3156.32,1.09,0.79,1.32e-06,10.26,0.6337999999999999,0.4563359999999999
592,XUFWOM_clean,55444.9,0.81,8.19,9.13,2256.64,0.87,0.71,3.94e-06,16.69,0.36219,0.2933739
593,YINPEQ_clean,49721.8,0.67,8.24,9.47,3371.73,1.19,0.8,9.51e-06,23.99,0.62773,0.42057910000000004
594,YOZQAG_charged,44128.2,0.7,8.89,13.28,2589.17,1.08,0.75,3.6e-06,16.18,0.55859,0.391013
595,YUGZIK_clean,58358.6,0.45,8.94,11.91,4868.72,1.79,0.8,3.93e-06,14.08,0.92901,0.4180545
596,YURJUR_clean,43416.5,0.68,8.48,13.69,2841.99,1.1,0.75,3.82e-06,16.55,0.54444,0.3702192
597,ZASJAG_clean,22331.2,1.21,8.07,8.33,935.16,0.44,0.53,3.07e-06,20.86,0.10973999999999999,0.1327854
598,AKAYIV_stripped,27187.4,1.14,9.2,9.48,923.91,0.48,0.55,3.01e-06,19.58,0.23484,0.26771759999999994
599,AMILOY_clean,55327.2,1.01,9.18,11.03,1117.62,0.6,0.6,2.97e-06,16.91,0.1669,0.168569
600,AMIMAL_clean,56364.2,0.99,9.51,11.07,1140.45,0.61,0.61,3.16e-06,19.23,0.1785,0.17671499999999998
601,AWUPAL_clean,70547.1,0.35,9.24,18.42,4994.11,2.45,0.85,9.03e-06,21.24,1.5031700000000001,0.5261095
602,BADXUC_stripped,38544.0,0.89,9.31,10.59,1968.77,0.77,0.68,3.32e-06,19.24,0.29008,0.2581712
603,BAWROI_clean,27327.5,0.63,9.13,13.55,3029.6,1.23,0.78,3.74e-06,16.62,0.68011,0.4284693
604,BEPLUF_stripped,33145.0,1.04,9.74,9.84,975.5,0.56,0.59,1.67e-06,17.65,0.21336000000000002,0.22189440000000002
605,BEPMAM_stripped,32710.5,1.06,9.57,9.65,914.26,0.55,0.58,3.17e-06,23.9,0.17069,0.18093140000000002
606,BEPMIU_stripped,32777.1,1.02,9.94,10.04,1028.57,0.6,0.61,8.01e-06,24.8,0.22359,0.2280618
607,BEPNOB_stripped,32710.5,1.05,9.55,9.66,915.88,0.55,0.58,1.93e-06,20.87,0.18271,0.19184550000000003
608,BEPPOD_stripped,33803.7,1.12,9.5,9.62,800.79,0.48,0.54,2.9e-06,19.93,0.16912,0.1894144
609,BIFGOO_clean,33778.7,1.75,9.02,10.87,626.67,0.32,0.56,1.16e-06,17.91,0.10819,0.1893325
610,c5cc04223b_c5cc04223b2_clean,35512.2,0.52,9.67,12.3,4125.56,1.5,0.79,4.57e-06,16.99,0.7892,0.410384
611,CACKEZ_stripped,70305.2,0.66,9.89,11.25,2506.44,1.1,0.72,2.97e-06,13.62,0.43845999999999996,0.28938359999999996
612,COJHIT_clean,19664.7,0.72,9.36,10.09,2292.78,0.99,0.71,6.58e-06,24.48,0.48245,0.347364
613,COMFAM01_clean,22461.0,0.94,9.26,11.08,1244.14,0.65,0.62,4.33e-06,24.31,0.26072,0.24507679999999998
614,CURYOE01_clean,16654.0,1.02,9.17,11.02,1109.76,0.57,0.59,3.62e-06,19.17,0.24903,0.25401060000000003
615,DORLAZ_auto,34711.4,0.49,9.16,17.53,4067.25,1.63,0.8,2.56e-06,12.28,0.825,0.40425
616,ECAFOG_clean,27596.2,1.13,9.27,9.53,961.07,0.5,0.56,5.61e-06,25.27,0.2231,0.25210299999999997
617,EGATIQ_clean,75244.8,0.82,9.36,10.62,1660.88,0.81,0.66,6.31e-06,20.24,0.25012,0.2050984
618,ERIRIG_auto,35745.9,0.43,9.58,11.68,4741.78,1.95,0.83,2.14e-06,10.42,1.1148099999999999,0.4793682999999999
619,EXEXAH_clean,39682.4,0.87,9.08,9.58,1478.73,0.71,0.61,4.54e-06,22.78,0.30107999999999996,0.26193959999999994
620,FALBAX_manual,105435.0,0.45,9.49,16.15,4702.07,1.79,0.8,2.42e-06,9.09,0.8030499999999999,0.3613725
621,HABRAF_manual,36670.0,0.38,9.04,24.31,4862.48,2.21,0.85,6.39e-06,17.84,1.32171,0.5022498
622,HADLOQ01_clean,20287.7,0.7,9.59,10.04,2390.9,1.02,0.71,8.03e-06,21.51,0.5204500000000001,0.36431500000000006
623,HIYBUN_clean,77231.6,1.12,9.82,10.15,1272.54,0.58,0.65,2.7e-06,17.16,0.1819,0.20372800000000002
624,HUFKUQ_clean,35498.1,0.59,9.87,12.95,3688.7,1.3,0.77,4.12e-06,17.1,0.49707999999999997,0.29327719999999996
625,HUQHUY_clean,70013.8,0.62,9.08,12.12,2824.18,1.18,0.73,4.78e-06,17.13,0.47193999999999997,0.2926028
626,HUYKOB_clean,23897.1,0.81,9.13,12.12,1496.19,0.77,0.63,2.7e-06,18.44,0.35044,0.2838564
627,IBICED_clean,34382.2,1.23,9.94,10.07,780.18,0.46,0.56,6.32e-06,25.12,0.17528,0.2155944
628,ICODIP_stripped,46384.0,0.81,9.92,12.54,1832.33,0.84,0.69,5.25e-06,18.64,0.36263,0.2937303
629,IDIWUN_clean,64748.7,0.87,9.84,10.74,1790.03,0.77,0.68,5.48e-06,25.06,0.30260000000000004,0.26326200000000005
630,IDIXAU_clean,54345.3,0.97,9.09,9.42,1605.41,0.68,0.66,3.25e-06,18.15,0.30025999999999997,0.29125219999999996
631,IHABAW_clean,70795.5,0.55,9.32,11.6,4099.07,1.42,0.78,4.31e-06,14.25,0.5731499999999999,0.31523249999999997
632,ILITUT_manual,30939.4,0.49,9.85,12.63,4156.31,1.6,0.79,9.66e-06,22.66,0.8698400000000001,0.42622160000000003
633,JIZJAF_clean,37146.7,1.07,9.83,10.25,974.13,0.54,0.58,1.71e-06,16.14,0.18555000000000002,0.19853850000000003
634,JIZJEJ_clean,37230.5,1.07,9.92,10.35,974.39,0.54,0.58,2.64e-06,22.19,0.18555000000000002,0.19853850000000003
635,JIZJIN_stripped,37780.4,1.05,9.83,10.27,984.23,0.56,0.59,2.85e-06,20.25,0.18803,0.1974315
636,JIZJOT_clean,37256.8,1.07,9.66,10.26,973.54,0.54,0.57,1.81e-06,16.48,0.19297999999999998,0.2064886
637,JIZJUZ_clean,37097.4,1.07,9.87,10.31,965.3,0.53,0.57,3.92e-06,24.76,0.18555000000000002,0.19853850000000003
638,KADLUZ_clean,44550.5,0.88,9.75,14.28,1943.32,0.81,0.71,2.82e-06,14.54,0.19891,0.1750408
639,KOPHOO_stripped,55464.8,0.49,9.57,11.39,4409.33,1.66,0.82,6.12e-06,15.85,0.86956,0.4260844
640,LUVTAY_clean,75180.5,1.09,9.44,10.3,974.31,0.55,0.59,2.06e-06,16.13,0.18328,0.19977520000000001
641,MATXAJ_clean,29889.8,0.62,9.05,12.5,3152.81,1.24,0.77,6.47e-06,20.03,0.58941,0.3654342
642,MIDCAF_clean,66811.5,0.85,9.84,11.11,1801.62,0.78,0.67,1.78e-06,12.17,0.23888,0.203048
643,MIDSUP01_clean,38820.0,0.68,9.56,10.88,2536.97,1.05,0.71,3.37e-06,17.18,0.52143,0.3545724
644,MIMSOS_clean,56529.7,0.99,9.75,11.11,1161.52,0.62,0.61,2.61e-06,16.93,0.16175,0.1601325
645,NENHAQ_clean,68790.0,0.81,9.48,10.3,2169.27,0.9,0.73,3.09e-06,19.21,0.47232999999999997,0.3825873
646,NUDLAA_stripped,49017.2,1.02,9.9,10.11,1281.5,0.59,0.6,5.83e-06,21.7,0.13835,0.141117
647,ONUCIL_clean,96221.2,0.62,9.15,11.92,3400.16,1.24,0.77,7.52e-06,16.77,0.5614199999999999,0.34808039999999996
648,PEJNUP_clean,28167.0,0.77,9.14,9.74,2653.07,0.95,0.74,3.31e-06,14.26,0.35827,0.2758679
649,PIBPAS01_clean,67267.4,0.9,9.87,10.22,1750.78,0.71,0.65,3.87e-06,18.45,0.21048,0.18943200000000002
650,PUZMAZ_manual,105351.0,0.45,9.24,16.42,4735.03,1.79,0.8,9.02e-06,13.21,0.8869600000000001,0.39913200000000004
651,QAGQEW_clean,15064.6,0.96,9.14,16.48,1252.3,0.74,0.71,4.51e-06,17.36,0.42939,0.4122144
652,QULMIU_clean,32425.8,1.53,9.6,10.3,623.23,0.35,0.53,7.76e-06,29.86,0.14905000000000002,0.22804650000000004
653,QUPZIM01_stripped,39821.8,0.7,9.84,9.92,2185.22,0.99,0.7,2.42e-06,14.62,0.4809,0.33663
654,QUQBEL_stripped,39749.1,0.71,9.4,9.8,2369.26,0.99,0.7,2.87e-06,14.48,0.44215,0.3139265
655,RACHUA_clean,125299.0,0.76,9.27,10.96,2587.02,0.92,0.7,4e-06,15.86,0.24606999999999998,0.1870132
656,SARTAJ_stripped,38722.8,0.68,9.1,10.07,2786.12,1.07,0.72,4.25e-06,20.08,0.50345,0.342346
657,SARTEN_stripped,37821.3,0.69,9.5,10.27,2509.71,1.03,0.72,3.31e-06,17.02,0.54414,0.3754565999999999
658,SEGBIR_clean,37671.7,1.22,9.58,10.05,635.32,0.42,0.52,1.11e-06,17.56,0.13881,0.16934819999999998
659,SEGBOX_stripped,28250.3,1.22,9.54,10.03,630.09,0.42,0.52,1.17e-06,18.14,0.13666999999999999,0.16673739999999998
660,SOLMUD_clean,45205.1,0.55,9.5,11.25,3703.02,1.43,0.79,4.22e-06,13.82,0.73717,0.4054435
661,SUGDUV_auto,35908.8,0.49,9.01,11.89,4362.35,1.63,0.8,4.02e-06,17.74,0.75349,0.3692101
662,UWAGAB01_stripped,34034.3,0.58,9.02,10.81,3109.09,1.32,0.76,3.63e-06,16.31,0.69011,0.40026379999999995
663,UWAGAB02_stripped,34028.9,0.58,9.01,11.08,3105.25,1.32,0.77,4.73e-06,19.7,0.75017,0.43509859999999995
664,UWAGAB04_stripped,33971.3,0.58,8.99,11.07,3102.21,1.32,0.76,3.86e-06,16.6,0.7001499999999999,0.4060869999999999
665,VAGMIB01_stripped,58922.2,0.46,9.84,10.7,4676.52,1.73,0.8,3.65e-06,11.55,0.8023899999999999,0.36909939999999997
666,VEFMAW_charged,98701.4,0.81,9.53,14.37,1736.82,0.8,0.65,5.26e-06,16.94,0.18753,0.15189930000000001
667,VUKSAX_clean,39450.6,0.66,9.43,10.79,2648.18,1.09,0.72,3.03e-06,15.37,0.53895,0.35570700000000005
668,XALDAS_clean,81516.7,0.65,9.04,11.14,3301.2,1.17,0.76,3.19e-06,12.94,0.40520999999999996,0.26338649999999997
669,XALTIP_clean,59553.4,0.55,9.17,18.7,3264.2,1.47,0.81,7.79e-06,17.6,0.8865700000000001,0.4876135000000001
670,YARGAB_clean,27776.7,0.96,9.67,10.7,1318.67,0.65,0.62,4.6e-06,20.86,0.29147,0.2798112
671,YOGKOW_clean,20432.8,0.93,9.42,10.83,1454.57,0.7,0.65,3.82e-06,18.37,0.29145,0.2710485
672,YUZPEQ_clean,66220.0,0.47,9.23,21.5,4377.6,1.76,0.82,4.03e-06,12.34,0.96327,0.45273689999999994
673,ABEXEN_clean,62072.1,0.67,13.72,18.81,2357.09,1.12,0.75,3.49e-06,15.18,0.47157,0.3159519
674,ADATAC_clean,45807.9,0.34,10.28,26.34,5128.83,2.57,0.87,4.16e-06,12.78,1.67628,0.5699352000000001
675,ADATEG_stripped,322885.0,0.27,13.79,26.34,5649.94,3.25,0.88,3.54e-06,7.85,1.65724,0.44745480000000004
676,ADUROI_stripped,371231.0,0.4,17.11,25.67,3162.49,2.08,0.84,2.54e-06,9.05,1.16398,0.465592
677,ALULEZ_clean,31651.2,0.43,13.38,18.76,3439.8,1.96,0.83,4.21e-06,18.34,1.21955,0.5244065
678,AMILUE_clean,56740.7,0.98,11.07,11.39,1149.65,0.62,0.61,2.37e-06,15.91,0.18996000000000002,0.18616080000000002
679,AMIMEP_clean,56532.6,0.99,10.87,11.22,1125.39,0.62,0.61,2.61e-06,16.51,0.18556,0.1837044
680,AWEJIW_clean,46999.4,1.19,10.5,10.88,948.92,0.49,0.59,2.62e-06,16.47,0.13168000000000002,0.1566992
681,BAPDAA_clean,18128.3,1.38,11.55,12.36,1087.78,0.5,0.68,3.23e-06,18.29,0.23602,0.3257076
682,BEPMEQ_stripped,33062.7,1.01,10.1,10.21,1050.02,0.6,0.61,5.38e-06,20.61,0.22065,0.2228565
683,BEPNUH_stripped,33281.4,1.17,10.21,10.31,895.39,0.52,0.61,2.31e-06,19.83,0.19043000000000002,0.2228031
684,BINRUN_clean,35495.5,0.51,10.09,21.1,3627.34,1.53,0.78,4.28e-06,13.67,0.73211,0.37337610000000004
685,BOHWUS_auto ,43156.8,0.8,14.49,19.46,1613.68,0.97,0.78,3.89e-06,18.99,0.56062,0.448496
686,BUSPIP_clean,92100.5,0.63,11.16,27.8,2097.33,1.2,0.75,5.19e-06,16.47,0.71445,0.45010350000000005
687,cm303749m_si_002_clean,33443.8,0.52,10.67,11.94,4011.56,1.51,0.78,3.06e-06,12.51,0.58787,0.30569240000000003
688,COKNAT_clean,19769.2,1.23,10.76,11.6,1238.79,0.54,0.66,3.15e-06,18.86,0.27596,0.3394308
689,COKPUP_clean,78788.7,1.23,10.82,11.58,1228.78,0.54,0.66,1.75e-06,12.68,0.25214,0.31013219999999997
690,COKQOK_clean,79172.1,1.23,10.88,11.69,1230.62,0.54,0.66,2.08e-06,14.97,0.25356,0.3118788
691,CUSYAR_clean,144401.0,0.25,12.18,28.01,5739.57,3.65,0.9,3.42e-06,8.15,2.3513800000000002,0.5878450000000001
692,DAJWET_clean,29660.2,0.28,26.59,28.06,4948.23,3.06,0.87,7.73e-06,17.92,1.93282,0.5411896
693,DOKDEN_clean,58228.2,0.71,13.44,15.14,2344.28,1.0,0.71,3.92e-06,16.99,0.32464,0.2304944
694,ECAHAT_clean,50562.6,0.85,11.49,12.33,1153.9,0.72,0.62,5.4e-06,18.57,0.21564,0.18329399999999998
695,ECAHUN_stripped,50568.3,0.85,11.34,12.33,1166.3,0.72,0.61,7.22e-06,19.34,0.21203999999999998,0.18023399999999998
696,ECOKAJ_clean,25664.5,0.33,17.58,19.0,3575.86,2.68,0.87,6.89e-06,17.2,1.97024,0.6501792000000001
697,EDUVOO_clean,81280.0,0.37,10.63,20.93,4813.56,2.31,0.86,3.31e-06,10.54,1.36952,0.5067224
698,FAHPOV_clean,30572.2,0.47,12.71,15.83,4032.57,1.77,0.82,4.08e-06,16.32,0.8912899999999999,0.41890629999999995
699,FEFDEB_manual,35638.8,0.54,11.6,13.11,3561.96,1.43,0.77,3.63e-06,15.88,0.64137,0.34633980000000003
700,FIJDOS_clean,26543.1,1.22,10.91,11.72,1239.51,0.54,0.66,3.45e-06,19.37,0.26285000000000003,0.32067700000000005
701,FUNCEX_clean,39552.3,0.54,12.48,13.22,3456.38,1.46,0.79,5.93e-06,17.62,0.73891,0.3990114
702,FUSYUO_stripped,19638.4,1.11,14.27,14.38,628.38,0.51,0.57,6.12e-06,25.55,0.15763,0.1749693
703,FUYCIN_clean,44858.5,0.44,11.12,11.39,4274.43,1.9,0.83,4.78e-06,14.41,1.17505,0.517022
