ind,MOF,UCVOL,RHO,PLD,LCD,SA,PV,Vf,KH_H2O,Hst_H2O,M_D4,V_D4
704,GARTUR_clean,79627.6,1.35,10.85,11.12,1128.87,0.5,0.68,5.05e-06,22.64,0.13218000000000002,0.17844300000000005
705,GISNED_clean,53354.7,0.45,10.61,16.88,4470.33,1.86,0.83,3.15e-06,11.05,1.01488,0.456696
706,GITVEL_clean (ZIF-70),22772.9,0.78,13.38,15.25,2178.46,0.94,0.73,4.07e-06,17.26,0.38089,0.29709420000000003
707,GITVEL01_clean (ZIF-70),22772.9,0.78,13.38,15.28,2167.86,0.94,0.73,4.5e-06,18.62,0.36179,0.2821962
708,GUPBEZ02_clean,60485.9,0.91,10.85,23.87,1761.97,0.88,0.8,1.49e-06,13.29,0.47057,0.4282187
709,HIFGIO_SL,49975.4,0.73,12.06,12.58,2183.29,0.96,0.7,8.9e-06,23.28,0.35202999999999995,0.2569819
710,HOHMEX_manual,17235.8,0.32,14.89,18.78,4988.28,2.74,0.87,4.66e-06,13.24,1.97209,0.6310688
711,HOMXIR_manual,51616.5,0.39,22.85,23.7,4400.51,2.16,0.85,3.57e-06,11.61,1.35882,0.5299398
712,IBUBIT_clean,49489.7,0.88,10.8,11.26,2018.51,0.8,0.7,4.6e-06,20.56,0.21253,0.1870264
713,IMIDZB13_stripped,20133.7,0.79,13.54,14.95,2247.54,0.9,0.71,6.3e-06,23.84,0.24155000000000001,0.1908245
714,IZUKIZ_stripped,32013.8,1.18,10.54,10.99,1124.15,0.51,0.6,2.43e-06,17.93,0.21489,0.25357019999999997
715,IZUVUV_clean,76047.3,0.9,10.34,10.56,1594.99,0.72,0.65,9.53e-06,23.42,0.22756,0.204804
716,ja408959g_si_002_clean,49002.2,0.44,30.38,31.07,3306.04,1.89,0.83,4.65e-06,15.01,1.16771,0.5137924
717,JENKET_SL,50359.7,0.7,11.09,12.85,1960.72,0.98,0.69,3.37e-06,16.62,0.45516,0.318612
718,KAFTUJ_stripped,46327.4,0.68,14.55,16.8,2312.64,1.07,0.73,3.21e-06,13.57,0.37175,0.25279
719,KARNAU_clean,19303.7,0.46,10.48,15.53,4071.6,1.73,0.8,7.72e-06,21.88,0.88793,0.4084478
720,KAWHEY_clean,42398.4,0.46,15.59,18.21,3246.41,1.76,0.81,3.08e-06,12.04,1.02397,0.47102620000000006
721,KIGCEK_clean,33137.7,0.99,10.28,10.39,1229.06,0.62,0.61,6.34e-06,22.31,0.22501,0.22275989999999998
722,KIPKIF_stripped,65107.5,1.11,10.34,10.44,614.87,0.49,0.55,1.65e-06,19.29,0.10354000000000001,0.11492940000000001
723,KUMGUW_stripped,17813.4,0.9,18.43,19.13,1209.04,0.77,0.7,5.25e-06,24.78,0.45297000000000004,0.40767300000000006
724,KUPTIA_clean,62295.8,0.83,10.84,15.26,2076.58,0.87,0.72,3.15e-06,14.05,0.25773,0.2139159
725,KUVMIZ_clean,29566.9,0.36,11.01,15.75,4854.87,2.28,0.82,4.08e-06,13.37,1.32047,0.4753692
726,LETPOR_clean,81853.6,1.31,10.65,11.07,1108.23,0.52,0.68,5.77e-06,24.98,0.14933000000000002,0.19562230000000003
727,LETPUX_clean,70255.4,1.07,16.43,17.66,1278.39,0.69,0.74,4.87e-06,22.46,0.29422000000000004,0.3148154000000001
728,LETQAE_clean,97009.5,0.94,17.56,18.32,1390.94,0.82,0.77,4.19e-06,20.95,0.4156,0.390664
729,LETQEI_clean,131685.0,0.81,25.44,25.69,1425.77,0.98,0.8,6.96e-06,24.7,0.47529000000000005,0.3849849000000001
730,LIHFAK_stripped,56873.4,0.5,12.08,14.54,3989.77,1.6,0.81,3.14e-06,11.67,0.79172,0.39586
731,LOXKAM_clean,35091.7,0.78,13.78,14.56,1783.54,0.85,0.66,3.94e-06,17.19,0.26513,0.2068014
732,LUVTEC_stripped,37832.2,1.08,10.04,10.44,974.03,0.55,0.6,2.55e-06,19.16,0.17363,0.18752040000000003
733,MERLAZ_stripped,28711.9,0.37,23.18,25.85,3978.75,2.29,0.85,8.26e-06,16.72,1.38069,0.5108553
734,MIMSUY_clean,57169.7,0.97,10.81,11.16,1185.61,0.63,0.62,1.96e-06,12.89,0.16788999999999998,0.16285329999999998
735,NIGBOW_clean,24548.8,0.66,11.57,11.81,2465.49,1.07,0.71,5.69e-06,18.86,0.51303,0.3385998
736,NUSXAC_stripped,56740.4,0.5,14.46,23.35,3321.1,1.65,0.82,9.87e-06,22.09,0.93171,0.465855
737,OLOGEC_clean,28376.2,0.53,10.54,13.04,3828.67,1.54,0.81,3.79e-06,14.24,0.8706,0.46141800000000005
738,ORIVOC_clean,19740.5,1.23,10.86,11.64,1221.43,0.54,0.66,4.1e-06,20.74,0.24368,0.2997264
739,OXOLAP_SL,15814.8,0.6,13.86,19.1,1925.49,1.25,0.75,5.06e-06,18.86,0.76601,0.45960599999999996
740,PAJRUQ_stripped,56296.7,0.85,11.23,11.81,789.43,0.83,0.7,1.75e-06,13.1,0.21765,0.18500250000000001
741,PAJSAX_clean,56296.7,0.85,11.2,11.73,776.13,0.82,0.7,1.77e-06,14.17,0.17278,0.146863
742,PIBNUK_clean,134872.0,0.42,14.19,15.38,3300.21,1.97,0.83,2.38e-06,9.88,1.1780599999999999,0.4947851999999999
743,PIBNUK01_clean,134767.0,0.42,14.18,15.37,3303.21,1.98,0.84,2.18e-06,8.69,1.11739,0.46930380000000005
744,PIBPIA_clean,17578.0,0.46,14.25,15.49,2979.36,1.83,0.84,9.8e-06,19.54,1.22168,0.5619728
745,PUFQUE_clean,29189.0,0.69,11.63,13.19,3165.61,1.1,0.76,4.53e-06,16.31,0.34188999999999997,0.23590409999999995
746,PUFRIT_clean,31665.0,0.66,12.1,12.47,3392.23,1.15,0.76,8.68e-06,19.72,0.45,0.29700000000000004
747,QUPZIM02_stripped,20716.2,0.68,10.1,10.31,2469.62,1.05,0.71,3.2e-06,15.32,0.52654,0.3580472
748,ravwuiMTX,146013.0,0.33,36.43,36.79,2924.04,2.54,0.85,4.26e-06,14.27,1.54553,0.5100249
749,RUBDUP_clean,36796.4,0.3,19.25,21.1,4227.56,2.9,0.87,3.79e-06,11.62,1.92591,0.577773
750,RUBLAD_auto,70750.1,0.71,11.09,13.24,2883.64,1.04,0.74,2.76e-06,14.37,0.18919,0.1343249
751,RUTNOK_manual,19772.2,0.24,14.65,24.61,6197.94,3.72,0.9,6.7e-06,14.81,2.56523,0.6156552
752,SUGDIJ_auto,80271.7,0.41,11.59,13.0,4803.02,2.04,0.84,2.98e-06,10.04,1.0704,0.438864
753,SUKNOC_charged,66605.2,0.73,11.41,12.18,2417.71,0.97,0.7,3.7e-06,16.4,0.3925,0.28652500000000003
754,SUKNUI_charged,61737.6,0.78,10.3,11.25,2280.0,0.88,0.68,4.54e-06,19.55,0.19029,0.1484262
755,TADWIG_manual,22748.9,0.78,12.01,12.2,1988.69,0.86,0.67,7.45e-06,20.81,0.32643,0.2546154
756,TASZAQ_charged,18112.7,0.61,11.21,12.48,2273.72,1.21,0.74,6.2e-06,18.83,0.5467000000000001,0.33348700000000003
757,TASZEU_charged,17382.2,0.56,10.92,12.15,3202.46,1.36,0.76,6.73e-06,17.84,0.61782,0.34597920000000004
758,TOVJEV_clean,36050.9,0.4,10.37,13.68,4638.42,2.09,0.83,6.44e-06,18.67,1.21983,0.48793200000000003
759,TOVKOG_clean,124067.0,0.33,13.15,22.84,4634.36,2.6,0.86,8.42e-06,20.88,1.40302,0.4629966
760,UBULIO_SL,52281.4,0.44,22.9,24.23,4071.32,1.9,0.83,7.36e-06,15.46,1.06671,0.4693524
761,UQOFIR_clean,31861.6,0.68,13.07,14.69,2771.9,1.18,0.8,5.51e-06,18.19,0.65137,0.44293160000000004
762,VAGMAT_clean,57650.3,0.36,13.26,14.92,5203.63,2.33,0.85,3.68e-06,10.77,1.35354,0.4872744
763,VAGMEX_clean,59698.5,0.35,14.49,15.28,5176.93,2.43,0.86,8.7e-06,23.53,1.40648,0.49226799999999993
764,VEWKUF_clean,50510.7,0.47,10.55,11.97,4349.21,1.66,0.78,4.78e-06,15.77,0.74998,0.3524906
765,WIJXIY_clean,38414.5,0.48,11.56,14.24,3605.53,1.74,0.83,3.79e-06,14.24,1.0608,0.509184
766,WITKIV_clean,51395.2,0.59,11.48,20.46,2729.07,1.33,0.78,3.89e-06,14.66,0.6988,0.412292
767,WIZDEP_clean,25087.2,1.29,10.51,11.39,1131.22,0.5,0.64,4.4e-06,24.62,0.23736000000000002,0.30619440000000003
768,WOBHEB_clean,21241.0,1.22,11.04,11.82,1218.5,0.54,0.66,6.41e-06,25.88,0.26263,0.3204086
769,WOBHEB01_clean,21084.9,1.23,10.62,11.4,1210.75,0.54,0.66,3.02e-06,17.11,0.26245999999999997,0.32282579999999994
770,WOBHIF_stripped,61464.7,1.26,10.81,11.58,1192.33,0.52,0.66,2.88e-06,16.71,0.24725,0.311535
771,WOBHIF01_stripped,62096.7,1.25,10.75,11.55,1213.38,0.53,0.66,2.74e-06,19.51,0.23964,0.29955
772,WOBHIF02_stripped,63599.6,1.22,10.81,11.64,1240.55,0.54,0.66,2.9e-06,20.76,0.26626,0.3248372
773,WOBHIF03_stripped,63313.3,1.23,10.79,11.6,1233.67,0.54,0.66,2.09e-06,15.17,0.24167,0.29725409999999997
774,WOBHOL_clean,21299.0,1.22,10.85,11.68,1232.33,0.54,0.66,3.86e-06,21.38,0.28528,0.34804159999999995
775,WUHCUZ_auto,21786.1,0.3,12.21,23.13,5513.39,2.91,0.87,3.75e-06,12.94,1.8024,0.54072
776,WUHDAG_auto,24188.2,0.29,10.5,25.24,5492.64,2.99,0.87,4.69e-06,16.28,2.01428,0.5841411999999999
777,WUPTUY01_stripped,63099.9,0.6,13.73,19.35,1949.25,1.25,0.75,3e-06,13.78,0.66206,0.397236
778,WUTBEU_clean,29245.7,0.75,12.45,12.66,2153.91,0.98,0.74,2.43e-06,13.39,0.49534,0.371505
779,XAFFAN_clean,57578.9,0.37,13.24,14.92,5174.76,2.33,0.85,3.59e-06,10.59,1.39373,0.5156801
780,XAFFER_clean,58428.4,0.36,13.29,14.22,5159.39,2.37,0.85,3.69e-06,11.1,1.40142,0.5045112
781,XIGFOJ_manual,60920.7,0.69,18.73,18.91,1909.14,1.11,0.77,3.17e-06,15.08,0.62854,0.4336926
782,XIJNUA,20922.9,0.78,15.61,16.12,1930.41,1.04,0.81,1.29e-06,14.1,0.61119,0.47672820000000005
783,XOVQEF_SL,36733.1,0.43,11.43,13.74,4583.42,1.89,0.82,3.94e-06,12.82,1.05943,0.45555490000000004
784,XOXMED_clean,104310.0,0.5,12.49,15.2,3686.84,1.59,0.79,7.7e-06,17.5,0.72562,0.36281
785,XUXPUD_clean,56013.6,0.71,16.72,16.79,1891.58,1.08,0.77,3.12e-06,14.89,0.62379,0.4428908999999999
786,YODWOF_clean,33905.3,0.35,14.64,21.6,4812.46,2.45,0.87,4.11e-06,12.8,1.48038,0.518133
787,YODWUL_clean,30086.0,0.42,11.53,23.49,4444.42,1.99,0.85,4.31e-06,12.52,1.16938,0.4911396
788,YOZQEK_clean,84055.2,0.61,12.01,13.98,2827.8,1.28,0.78,3.24e-06,14.08,0.70112,0.4276832
789,YUXQIS_clean,77700.5,0.69,14.42,17.65,2523.2,1.08,0.75,3.12e-06,14.56,0.44609,0.30780209999999997
790,YUZPIU_clean,80258.2,0.41,10.27,24.28,4703.4,2.07,0.84,4.81e-06,13.82,1.17801,0.48298409999999997
791,ZARLEL_clean,65149.8,0.49,13.28,14.43,3046.07,1.61,0.79,2.88e-06,15.25,0.9014099999999999,0.44169089999999994
792,ZELROZ_manual,40161.2,0.36,11.07,16.91,4948.3,2.41,0.87,3.39e-06,12.84,1.3869,0.499284
793,MOF-808-A,88528.4,0.87,9.55,16.09,1927.24,0.84,0.73,2.48e-06,15.68,0.325,0.28275
794,DITJOH,16792.4,0.47,8.59,17.63,3860.77,1.72,0.81,4.08e-06,13.94,0.95284,0.4478348
795,NU-1000,22145.3,0.49,27.39,29.12,3136.26,1.66,0.81,3.94e-06,16.08,1.0112999999999999,0.49553699999999995
796,MOF-808_F,44177.5,0.82,11.56,18.46,1975.12,0.93,0.76,1.96e-06,14.68,0.48317,0.3961994
797,Zr6-AzoBDC,21172.9,0.57,8.42,20.31,3584.44,1.38,0.79,2.45e-06,13.07,0.6994900000000001,0.3987093
798,UiO-68,70236.8,0.49,8.86,16.68,4029.35,1.63,0.8,2.18e-06,9.0,0.79547,0.3897803
799,VUSKEA_clean,34397.6,0.59,8.0,15.0,3638.86,1.36,0.81,3.32e-06,17.14,0.68389,0.4034951
800,MIL-177,5441.38,1.29,9.84,13.59,652.63,0.42,0.54,5.52e-06,21.19,0.12644,0.1631076
801,MOF-200,6585.27,1.13,13.16,14.61,1235.53,0.56,0.64,5.29e-06,24.88,0.16049000000000002,0.1813537
802,Zr-IPA,21172.9,1.18,19.45,20.31,746.54,0.53,0.63,1.65e-06,16.34,0.2773,0.32721399999999995
803,DUT-51,124730.0,0.62,9.08,24.61,2737.85,1.31,0.81,3.17e-06,16.61,0.68163,0.42261059999999995
804,DUT-67-MS,59868.2,0.99,6.73,17.05,1796.01,0.72,0.72,3.99e-06,19.51,0.33664,0.3332736
805,BPM,2734.68,0.77,15.7,15.81,1832.84,0.94,0.72,4.29e-06,19.41,0.49015,0.3774155
806,BPP,7795.57,0.81,14.97,16.15,1746.95,0.89,0.72,7.5e-06,24.74,0.47512,0.3848472
807,TPM,14180.2,0.56,20.38,21.15,2330.32,1.39,0.77,3.55e-06,16.16,0.7766799999999999,0.4349408
808,TPP,11626.3,0.68,17.85,18.47,1964.75,1.07,0.73,7.36e-06,24.53,0.5252100000000001,0.3571428000000001
809,FOTNIN_clean,171589.0,0.27,28.36,33.74,2986.23,3.31,0.9,2.8e-06,7.82,2.6785900000000002,0.7232193000000001
810,MIL-125,6562.49,0.84,4.3,11.29,2078.87,0.82,0.68,2.57e-06,15.17,0.22196000000000002,0.1864464
